Ht,chi,gamma,direction
3.2,0.3181620172981638,1e-07,down
3.0,0.21856689825654027,1e-07,down
2.8,0.28113597817718977,1e-07,down
2.6,0.3872194364666938,1e-07,down
2.4,0.15568285807967183,1e-07,down
2.2,0.34737123781815166,1e-07,down
2.0,0.11957352980971334,1e-07,down
1.8,0.28403362841345364,1e-07,down
1.6,0.36831664294004435,1e-07,down
1.4,0.41761352680623526,1e-07,down
1.2,0.5565366074442862,1e-07,down
1.0,0.45248577184975136,1e-07,down
0.8,0.4561332147568464,1e-07,down
0.6,0.0759286230895668,1e-07,down
0.4,0.4386856742203235,1e-07,down
0.2,0.05884750187397002,1e-07,down
-0.0,0.29305274784564966,1e-07,down
-0.0,0.29305274784564966,1e-07,up
0.2,0.553131803870201,1e-07,up
0.4,0.07186818867921828,1e-07,up
0.6,0.08750101830810306,1e-07,up
0.8,0.04715649457648396,1e-07,up
1.0,0.013406281359493719,1e-07,up
1.2,0.10626230854541062,1e-07,up
1.4,-0.020314096473157413,1e-07,up
1.6,0.3507021386176347,1e-07,up
1.8,-0.06926370039582253,1e-07,up
2.0,0.22586157545447347,1e-07,up
2.2,0.42891874536871905,1e-07,up
2.4,0.4529608245939016,1e-07,up
2.6,0.014813577756285657,1e-07,up
2.8,0.3669428769499063,1e-07,up
3.0,0.03840105934068559,1e-07,up
3.2,0.38700853224145243,1e-07,up
3.4,0.05427839653566477,1e-07,up
3.6,0.19688115268945688,1e-07,up
3.8,0.29168611951172346,1e-07,up
4.0,0.17099757026880977,1e-07,up
4.2,0.15182027523405847,1e-07,up
4.4,0.2773219877853989,1e-07,up
4.6,0.2774565871804952,1e-07,up
4.8,0.14714567363262174,1e-07,up
5.0,0.3736556181684136,1e-07,up
5.2,0.4817982427775859,1e-07,up
5.4,0.5410672388970851,1e-07,up
5.6,0.5623768735677004,1e-07,up
5.8,0.14216299541294572,1e-07,up
6.0,0.3755654450505971,1e-07,up
6.2,0.3570017628371715,1e-07,up
6.4,0.39132078364491457,1e-07,up
6.6,0.5345811918377875,1e-07,up
6.8,0.5487362276762723,1e-07,up
7.0,0.5401595444418489,1e-07,up
7.2,0.487161949276924,1e-07,up
7.4,0.5271683270111679,1e-07,up
7.6,0.5275842379778622,1e-07,up
7.8,0.44261708110570896,1e-07,up
8.0,0.47900876868516196,1e-07,up
8.0,0.48450981779023994,1e-07,down
7.8,0.48956885188817967,1e-07,down
7.6,0.5840902943164109,1e-07,down
7.4,0.6253039352595805,1e-07,down
7.2,0.5988625017926096,1e-07,down
7.0,0.477938625961542,1e-07,down
6.8,0.6430116165429353,1e-07,down
6.6,0.622687742114067,1e-07,down
6.4,0.36010117456316937,1e-07,down
6.2,0.41710961237549776,1e-07,down
6.0,0.3744721524417399,1e-07,down
5.8,0.33358502015471453,1e-07,down
5.6,0.44296956737525756,1e-07,down
5.4,0.24796031615369427,1e-07,down
5.2,0.4937216276302933,1e-07,down
5.0,0.3084400966763496,1e-07,down
4.8,0.36563399247825135,1e-07,down
4.6,0.4513376932591199,1e-07,down
4.4,0.19856980443000788,1e-07,down
4.2,0.40893801301717747,1e-07,down
4.0,0.33146237768232817,1e-07,down
3.8,0.41217052168212825,1e-07,down
3.6,0.3944779019802808,1e-07,down
3.4,0.14310345798730847,1e-07,down
3.2,0.1530053690075874,1e-07,down
3.0,0.14544275403022763,1e-07,down
2.8,0.18557193875312802,1e-07,down
2.6,0.15333729982376096,1e-07,down
2.4,0.5160658303648232,1e-07,down
2.2,0.12704380881041286,1e-07,down
2.0,0.3386846780776977,1e-07,down
1.8,0.41241359058767546,1e-07,down
1.6,0.2533029522746801,1e-07,down
1.4,0.17608424928039307,1e-07,down
1.2,0.47969238366931666,1e-07,down
1.0,0.618108108639717,1e-07,down
0.8,0.2748871156945824,1e-07,down
0.6,0.6925984509289262,1e-07,down
0.4,0.2329153753817081,1e-07,down
0.2,0.5523471143096684,1e-07,down
-0.0,0.47063558595255006,1e-07,down
-0.0,0.47063558595255006,1e-07,up
0.2,0.1987455431371927,1e-07,up
0.4,0.4742789696902036,1e-07,up
0.6,0.03334064409136771,1e-07,up
0.8,0.155213076621294,1e-07,up
1.0,0.15281361900269982,1e-07,up
1.2,0.15644611977040765,1e-07,up
1.4,0.15673027001321313,1e-07,up
1.6,0.1861777070444077,1e-07,up
1.8,0.171526706777513,1e-07,up
2.0,0.29424005001783365,1e-07,up
2.2,0.47658648155629624,1e-07,up
2.4,0.017774138599634164,1e-07,up
2.6,0.36842604924459005,1e-07,up
2.8,0.6056152461096643,1e-07,up
3.0,0.5215389840304852,1e-07,up
3.2,0.0885921139270067,1e-07,up
3.4,0.26244707778096193,1e-07,up
3.6,0.2606260948814451,1e-07,up
3.8,0.46997142303735007,1e-07,up
4.0,0.4216585177928209,1e-07,up
4.2,0.16783158853650088,1e-07,up
4.4,0.312004798091948,1e-07,up
4.6,0.49541649594902987,1e-07,up
4.8,0.5070431646890937,1e-07,up
5.0,0.124078968539834,1e-07,up
5.2,0.3203016892075538,1e-07,up
5.4,0.3423160598613321,1e-07,up
5.6,0.42528745066374535,1e-07,up
5.8,0.6091088093817233,1e-07,up
6.0,0.33819651231169695,1e-07,up
6.2,0.43317921832203854,1e-07,up
6.4,0.40110949799418444,1e-07,up
6.6,0.4342750497162342,1e-07,up
6.8,0.7032396662980317,1e-07,up
7.0,0.4195259455591439,1e-07,up
7.2,0.44475919194519514,1e-07,up
7.4,0.46051586698740715,1e-07,up
7.6,0.4689199877902865,1e-07,up
7.8,0.5522410636767744,1e-07,up
8.0,0.418471174314618,1e-07,up
8.0,0.4761452060192823,1e-07,down
7.8,0.46968383714556683,1e-07,down
7.6,0.5540883084759115,1e-07,down
7.4,0.5778949689120053,1e-07,down
7.2,0.5231668399646877,1e-07,down
7.0,0.36829953012056643,1e-07,down
6.8,0.4551435578614472,1e-07,down
6.6,0.3347628712654113,1e-07,down
6.4,0.5295083662495016,1e-07,down
6.2,0.32610572082921857,1e-07,down
6.0,0.45461672591045493,1e-07,down
5.8,0.3120001666247844,1e-07,down
5.6,0.2906645312905311,1e-07,down
5.4,0.24136658757925028,1e-07,down
5.2,0.41893198806792487,1e-07,down
5.0,0.271449664607644,1e-07,down
4.8,0.27912833169102663,1e-07,down
4.6,0.26125713810324663,1e-07,down
4.4,0.18464466929435727,1e-07,down
4.2,0.42194455396383995,1e-07,down
4.0,0.16212399327196178,1e-07,down
3.8,0.3512694798409939,1e-07,down
3.6,0.0983225177042186,1e-07,down
3.4,0.32935975072905416,1e-07,down
3.2,0.36861616186797613,1e-07,down
3.0,0.5541610103100537,1e-07,down
2.8,0.4321782775223254,1e-07,down
2.6,-0.048023943265434355,1e-07,down
2.4,0.22974612005054948,1e-07,down
2.2,0.5074999335606661,1e-07,down
2.0,0.42202236875891674,1e-07,down
1.8,-0.15098304767161608,1e-07,down
1.6,0.09917396306991574,1e-07,down
1.4,0.42388001643121237,1e-07,down
1.2,0.6251343451440332,1e-07,down
1.0,0.7117993347346782,1e-07,down
0.8,-0.08134066965430976,1e-07,down
0.6,0.567817686125636,1e-07,down
0.4,0.7057258263230323,1e-07,down
0.2,-0.2007513679563999,1e-07,down
-0.0,-0.1001590732485056,1e-07,down
-0.0,-0.1001590732485056,1e-07,up
0.2,0.6294552944600581,1e-07,up
0.4,-0.26285453164018685,1e-07,up
0.6,-0.2065651565790176,1e-07,up
0.8,-0.19276821333914992,1e-07,up
1.0,0.5502455955138429,1e-07,up
1.2,-0.2905568489804864,1e-07,up
1.4,-0.2507086955010891,1e-07,up
1.6,0.5673578530550003,1e-07,up
1.8,0.6484153196215628,1e-07,up
2.0,0.6913621574640272,1e-07,up
2.2,-0.26086685061454773,1e-07,up
2.4,0.5283005088567733,1e-07,up
2.6,-0.2395900189876556,1e-07,up
2.8,0.5949489399790763,1e-07,up
3.0,-0.19195488840341568,1e-07,up
3.2,-0.07826179079711439,1e-07,up
3.4,0.6290553398430346,1e-07,up
3.6,-0.1769295884296298,1e-07,up
3.8,0.5692779580131173,1e-07,up
4.0,-0.20790454186499116,1e-07,up
4.2,0.6096004359424113,1e-07,up
4.4,-0.11461483407765626,1e-07,up
4.6,0.17394676432013506,1e-07,up
4.8,0.11347229219973083,1e-07,up
5.0,0.16071626657503651,1e-07,up
5.2,0.4430726841092109,1e-07,up
5.4,0.7483965642750261,1e-07,up
5.6,0.1237835735082626,1e-07,up
5.8,0.28413400985300535,1e-07,up
6.0,0.35945980623364443,1e-07,up
6.2,0.32822945713996876,1e-07,up
6.4,0.4840573862311429,1e-07,up
6.6,0.3547780625522136,1e-07,up
6.8,0.41326780081726605,1e-07,up
7.0,0.3803446348756551,1e-07,up
7.2,0.5188292674720286,1e-07,up
7.4,0.4098059572279452,1e-07,up
7.6,0.4170453548431396,1e-07,up
7.8,0.39541454613208765,1e-07,up
8.0,0.5305066220462321,1e-07,up
8.0,0.4485226683318614,1e-07,down
7.8,0.4533746354281902,1e-07,down
7.6,0.44640277326107014,1e-07,down
7.4,0.4711973369121551,1e-07,down
7.2,0.6175735373981296,1e-07,down
7.0,0.6273252712562679,1e-07,down
6.8,0.6533795334398746,1e-07,down
6.6,0.2895825589075684,1e-07,down
6.4,0.47149409353733057,1e-07,down
6.2,0.2438164069317281,1e-07,down
6.0,0.38084865454584355,1e-07,down
5.8,0.4066715771332382,1e-07,down
5.6,0.3628645502030849,1e-07,down
5.4,0.22326001152396197,1e-07,down
5.2,0.47622543573379505,1e-07,down
5.0,0.4461438879370689,1e-07,down
4.8,0.3433990906924008,1e-07,down
4.6,0.4381528822705149,1e-07,down
4.4,0.344939986243844,1e-07,down
4.2,0.24769254028797144,1e-07,down
4.0,0.32351895421743393,1e-07,down
3.8,0.2327547818422317,1e-07,down
3.6,0.36846464872360224,1e-07,down
3.4,0.21447183750569815,1e-07,down
3.2,0.15709739644080398,1e-07,down
3.0,0.22123335022479293,1e-07,down
2.8,0.29753452725708485,1e-07,down
2.6,0.15666152164340014,1e-07,down
2.4,0.25420214235782623,1e-07,down
2.2,0.5416761965025215,1e-07,down
2.0,0.466479469789192,1e-07,down
1.8,0.5440266784280537,1e-07,down
1.6,0.011402448639273623,1e-07,down
1.4,0.45754654146730894,1e-07,down
1.2,0.4073466286063193,1e-07,down
1.0,0.43703832477331156,1e-07,down
0.8,0.48582461196929205,1e-07,down
0.6,0.41261635068804015,1e-07,down
0.4,0.4947413466870783,1e-07,down
0.2,0.05650396831333635,1e-07,down
-0.0,0.42147106956690544,1e-07,down
-0.0,0.42147106956690544,1e-07,up
0.2,0.6018957709893583,1e-07,up
0.4,-0.12016359309200195,1e-07,up
0.6,0.45003643957898015,1e-07,up
0.8,-0.07215787097811699,1e-07,up
1.0,0.043674231739714735,1e-07,up
1.2,0.019742458360269645,1e-07,up
1.4,0.3334888997487724,1e-07,up
1.6,0.4502992816269397,1e-07,up
1.8,0.42257321113720525,1e-07,up
2.0,0.43929759040474886,1e-07,up
2.2,0.05044499784708021,1e-07,up
2.4,0.319065264891833,1e-07,up
2.6,0.385170379653573,1e-07,up
2.8,0.4261453971266746,1e-07,up
3.0,0.009771138429641711,1e-07,up
3.2,0.08334952965378759,1e-07,up
3.4,0.23167978413403031,1e-07,up
3.6,0.3849794100970029,1e-07,up
3.8,0.3022860679775476,1e-07,up
4.0,0.37741860840469593,1e-07,up
4.2,0.4410304855555295,1e-07,up
4.4,0.4506057426333427,1e-07,up
4.6,0.5461965324357151,1e-07,up
4.8,0.46556992828845967,1e-07,up
5.0,0.4610081207938492,1e-07,up
5.2,0.1000423212535679,1e-07,up
5.4,0.28627242334187025,1e-07,up
5.6,0.3028206503950059,1e-07,up
5.8,0.3510883133858441,1e-07,up
6.0,0.5662856027483939,1e-07,up
6.2,0.7086920328438281,1e-07,up
6.4,0.24104533717036242,1e-07,up
6.6,0.5267885737121105,1e-07,up
6.8,0.5857922481372951,1e-07,up
7.0,0.31669064750894893,1e-07,up
7.2,0.48071335814893235,1e-07,up
7.4,0.540246857330203,1e-07,up
7.6,0.40186801552772516,1e-07,up
7.8,0.5235584350302815,1e-07,up
8.0,0.46054287813603867,1e-07,up
8.0,0.5006084199994801,1e-07,down
7.8,0.5512272943742572,1e-07,down
7.6,0.4766509160399436,1e-07,down
7.4,0.5628430731594561,1e-07,down
7.2,0.4541633501648902,1e-07,down
7.0,0.6040825713425874,1e-07,down
6.8,0.5940749496221541,1e-07,down
6.6,0.5601604841649531,1e-07,down
6.4,0.5567705165594815,1e-07,down
6.2,0.5068700159899889,1e-07,down
6.0,0.2759443391114473,1e-07,down
5.8,0.41096018068492407,1e-07,down
5.6,0.4544409848749637,1e-07,down
5.4,0.3150471951812505,1e-07,down
5.2,0.3392822383902966,1e-07,down
5.0,0.17840143293142316,1e-07,down
4.8,0.4070143792778253,1e-07,down
4.6,0.4557842984795569,1e-07,down
4.4,0.4904801756783853,1e-07,down
4.2,0.16775007947580883,1e-07,down
4.0,0.3442604318261146,1e-07,down
3.8,0.36053941119462246,1e-07,down
3.6,0.20380125194787976,1e-07,down
3.4,0.24871157109737393,1e-07,down
3.2,0.42770538851618756,1e-07,down
3.0,0.2879666201770305,1e-07,down
2.8,0.40599041804671276,1e-07,down
2.6,0.055568145005963736,1e-07,down
2.4,0.2569704700727015,1e-07,down
2.2,-0.0009145140647888242,1e-07,down
2.0,0.27981396764516825,1e-07,down
1.8,0.1557465608930215,1e-07,down
1.6,0.451976753771305,1e-07,down
1.4,0.43207108601927746,1e-07,down
1.2,0.5382649078965187,1e-07,down
1.0,0.28494961652904743,1e-07,down
0.8,0.4770742021501064,1e-07,down
0.6,0.5930056534707545,1e-07,down
0.4,0.5429306514561175,1e-07,down
0.2,0.5031536789610981,1e-07,down
-0.0,0.5524609275162219,1e-07,down
-0.0,0.5524609275162219,1e-07,up
0.2,0.4743182156234979,1e-07,up
0.4,0.06521786749362944,1e-07,up
0.6,0.29331499524414534,1e-07,up
0.8,0.484923684503883,1e-07,up
1.0,0.3748466521501541,1e-07,up
1.2,0.43306848965585226,1e-07,up
1.4,0.10931400582194327,1e-07,up
1.6,0.3225396033376455,1e-07,up
1.8,0.07355491444468497,1e-07,up
2.0,0.4086992414668202,1e-07,up
2.2,0.019611939787864678,1e-07,up
2.4,0.27313908981159324,1e-07,up
2.6,0.3709144893800839,1e-07,up
2.8,0.31624859757721424,1e-07,up
3.0,-0.013849572278559208,1e-07,up
3.2,0.24210855551064012,1e-07,up
3.4,0.3763527185656129,1e-07,up
3.6,0.09603694756515323,1e-07,up
3.8,0.11270239762961862,1e-07,up
4.0,0.29878934659063805,1e-07,up
4.2,0.2780353005509823,1e-07,up
4.4,0.12611750885844228,1e-07,up
4.6,0.31347324140369887,1e-07,up
4.8,0.1758086886256933,1e-07,up
5.0,0.3195559475570916,1e-07,up
5.2,0.4529679343104362,1e-07,up
5.4,0.5154282934963702,1e-07,up
5.6,0.46353312022984017,1e-07,up
5.8,0.1860969793051481,1e-07,up
6.0,0.32246544957160944,1e-07,up
6.2,0.25353879481554026,1e-07,up
6.4,0.5058049065992235,1e-07,up
6.6,0.41878333035856474,1e-07,up
6.8,0.352892190858256,1e-07,up
7.0,0.48570515401661385,1e-07,up
7.2,0.5595287438482045,1e-07,up
7.4,0.4890726422891019,1e-07,up
7.6,0.5499355038627981,1e-07,up
7.8,0.5469990726560353,1e-07,up
8.0,0.5184912420809268,1e-07,up
8.0,0.5184225849807261,1e-07,down
7.8,0.510391805320978,1e-07,down
7.6,0.5818195943720638,1e-07,down
7.4,0.47062514116987575,1e-07,down
7.2,0.48493175953626627,1e-07,down
7.0,0.3884333030437118,1e-07,down
6.8,0.5843311697244643,1e-07,down
6.6,0.5730987116694449,1e-07,down
6.4,0.3279416728764772,1e-07,down
6.2,0.6285813208669423,1e-07,down
6.0,0.392534777522087,1e-07,down
5.8,0.41102404892444605,1e-07,down
5.6,0.6076639085076748,1e-07,down
5.4,0.5765433888882399,1e-07,down
5.2,0.5347761809825896,1e-07,down
5.0,0.18095152778550977,1e-07,down
4.8,0.41653341054916376,1e-07,down
4.6,0.3005606606602668,1e-07,down
4.4,0.27659965306520456,1e-07,down
4.2,0.25344820320606226,1e-07,down
4.0,0.4003866799175739,1e-07,down
3.8,0.11073414236307143,1e-07,down
3.6,0.3002642765641212,1e-07,down
3.4,0.33431361988186825,1e-07,down
3.2,0.34781742095947255,1e-07,down
3.0,0.4471282567828893,1e-07,down
2.8,0.3688705991953611,1e-07,down
2.6,0.41847176477313036,1e-07,down
2.4,0.31750871613621706,1e-07,down
2.2,0.5321190021932124,1e-07,down
2.0,0.4196913670748471,1e-07,down
1.8,0.05065222084522245,1e-07,down
1.6,0.23478220403194422,1e-07,down
1.4,0.040569975972175584,1e-07,down
1.2,0.2830472961068153,1e-07,down
1.0,0.538110852241516,1e-07,down
0.8,0.40560185816138977,1e-07,down
0.6,0.044049957767128924,1e-07,down
0.4,0.32825939357280726,1e-07,down
0.2,0.6874883947893976,1e-07,down
-0.0,0.5764489492867142,1e-07,down
-0.0,0.5764489492867142,1e-07,up
0.2,0.5825026892125605,1e-07,up
0.4,0.5084542892873286,1e-07,up
0.6,-0.20596278831362722,1e-07,up
0.8,-0.08955295011401176,1e-07,up
1.0,0.44914602860808367,1e-07,up
1.2,0.4537365101277827,1e-07,up
1.4,0.37192836031317705,1e-07,up
1.6,-0.16088483482599258,1e-07,up
1.8,-0.11080467980355023,1e-07,up
2.0,-0.06857948750257492,1e-07,up
2.2,0.3918659090995788,1e-07,up
2.4,-0.18640028685331342,1e-07,up
2.6,-0.0226940168067813,1e-07,up
2.8,-0.08796071633696556,1e-07,up
3.0,0.41547497734427447,1e-07,up
3.2,0.6007869131863116,1e-07,up
3.4,0.5248278602957726,1e-07,up
3.6,0.6537412274628875,1e-07,up
3.8,-0.16759963147342202,1e-07,up
4.0,0.5180084989406167,1e-07,up
4.2,-0.10213977284729481,1e-07,up
4.4,0.3792952634394169,1e-07,up
4.6,0.5175169371068477,1e-07,up
4.8,0.07300854381173846,1e-07,up
5.0,0.5104860384017228,1e-07,up
5.2,0.15667585656046862,1e-07,up
5.4,0.39982958696782583,1e-07,up
5.6,0.5711612962186335,1e-07,up
5.8,0.20430115982890126,1e-07,up
6.0,0.3814290594309568,1e-07,up
6.2,0.4909870624542236,1e-07,up
6.4,0.3873230442404746,1e-07,up
6.6,0.6165079558268188,1e-07,up
6.8,0.4827813059091567,1e-07,up
7.0,0.4503010585904121,1e-07,up
7.2,0.4224014803767203,1e-07,up
7.4,0.439317837357521,1e-07,up
7.6,0.4298934713006019,1e-07,up
7.8,0.4300600141286849,1e-07,up
8.0,0.429938606917858,1e-07,up
8.0,0.5426863590255379,1e-07,down
7.8,0.49545378563925613,1e-07,down
7.6,0.47750333836302156,1e-07,down
7.4,0.4730213712900876,1e-07,down
7.2,0.452580327168107,1e-07,down
7.0,0.4602632839232682,1e-07,down
6.8,0.4385293722152709,1e-07,down
6.6,0.6498515401035546,1e-07,down
6.4,0.5878477133810519,1e-07,down
6.2,0.6362453550100325,1e-07,down
6.0,0.2640592567622661,1e-07,down
5.8,0.5276747066527604,1e-07,down
5.6,0.43964283075183624,1e-07,down
5.4,0.484961874783039,1e-07,down
5.2,0.4534279331564902,1e-07,down
5.0,0.36831131577491755,1e-07,down
4.8,0.40600971598178137,1e-07,down
4.6,0.24606289528310293,1e-07,down
4.4,0.33411106653511513,1e-07,down
4.2,0.24478804692625997,1e-07,down
4.0,0.6382459828164426,1e-07,down
3.8,0.5656478255987166,1e-07,down
3.6,-0.004559014458209283,1e-07,down
3.4,0.412899184069829,1e-07,down
3.2,0.6355581469833851,1e-07,down
3.0,-0.00020815432071686732,1e-07,down
2.8,0.18044385500252244,1e-07,down
2.6,0.5593759906478225,1e-07,down
2.4,-0.14298416860401628,1e-07,down
2.2,0.5209199599921702,1e-07,down
2.0,-0.11798529326915741,1e-07,down
1.8,0.4891881439834832,1e-07,down
1.6,0.7806236594915389,1e-07,down
1.4,0.5738830650225281,1e-07,down
1.2,-0.1947372984141111,1e-07,down
1.0,0.27952846465632314,1e-07,down
0.8,0.47400910314172495,1e-07,down
0.6,0.7540557894390075,1e-07,down
0.4,0.6669972538948058,1e-07,down
0.2,0.675340924412012,1e-07,down
-0.0,-0.0829416997730732,1e-07,down
-0.0,-0.0829416997730732,1e-07,up
0.2,0.43899061321280886,1e-07,up
0.4,0.7618770860135554,1e-07,up
0.6,0.5852942317724227,1e-07,up
0.8,-0.09348688414320348,1e-07,up
1.0,-0.0902839917689562,1e-07,up
1.2,-0.03516597859561444,1e-07,up
1.4,0.42257297039031977,1e-07,up
1.6,0.53445965051651,1e-07,up
1.8,0.5759163256734608,1e-07,up
2.0,0.5994231570512055,1e-07,up
2.2,0.5897539313882588,1e-07,up
2.4,-0.07959942147135735,1e-07,up
2.6,0.5292734373360871,1e-07,up
2.8,0.5884503051638602,1e-07,up
3.0,0.7146881185472009,1e-07,up
3.2,0.6660847067832946,1e-07,up
3.4,-0.21014825813472268,1e-07,up
3.6,0.06787649448961015,1e-07,up
3.8,-0.035498711280524745,1e-07,up
4.0,0.5086038857698439,1e-07,up
4.2,-0.041151070967316634,1e-07,up
4.4,0.5356878042221068,1e-07,up
4.6,0.04415262490510939,1e-07,up
4.8,0.5690810400992631,1e-07,up
5.0,0.08976860158145424,1e-07,up
5.2,0.2302394323050975,1e-07,up
5.4,0.6301942840218543,1e-07,up
5.6,0.6885325089097022,1e-07,up
5.8,-0.012135554105043423,1e-07,up
6.0,0.24367219302803272,1e-07,up
6.2,0.5344178946688771,1e-07,up
6.4,0.25221250951290125,1e-07,up
6.6,0.45957315803389054,1e-07,up
6.8,0.5948149291798471,1e-07,up
7.0,0.4919436499476432,1e-07,up
7.2,0.5638616867363452,1e-07,up
7.4,0.44934711698442686,1e-07,up
7.6,0.482432092539966,1e-07,up
7.8,0.4490370193816488,1e-07,up
8.0,0.4840700924396514,1e-07,up
8.0,0.5067490339279174,1e-07,down
7.8,0.4258591905236243,1e-07,down
7.6,0.5899980068206786,1e-07,down
7.4,0.5750693455338477,1e-07,down
7.2,0.673031410202384,1e-07,down
7.0,0.4477084102109074,1e-07,down
6.8,0.6154485121369361,1e-07,down
6.6,0.6181726614013313,1e-07,down
6.4,0.6527609573677181,1e-07,down
6.2,0.5824257005006074,1e-07,down
6.0,0.3133482878038194,1e-07,down
5.8,0.5564738775137811,1e-07,down
5.6,0.5325258481316267,1e-07,down
5.4,0.24943539500236508,1e-07,down
5.2,0.4145913147367536,1e-07,down
5.0,0.4459548648446798,1e-07,down
4.8,0.37720218952745194,1e-07,down
4.6,0.3572713047033175,1e-07,down
4.4,0.4117373814806341,1e-07,down
4.2,0.32523150197812356,1e-07,down
4.0,0.2110129930078983,1e-07,down
3.8,0.323208516347222,1e-07,down
3.6,0.44328627688810224,1e-07,down
3.4,0.2305855565500678,1e-07,down
3.2,0.23915014788508412,1e-07,down
3.0,0.19331695954315362,1e-07,down
2.8,0.24655294325202698,1e-07,down
2.6,0.35023451596498484,1e-07,down
2.4,0.3143157586455344,1e-07,down
2.2,0.3540693414397537,1e-07,down
2.0,0.4509746581315993,1e-07,down
1.8,0.3735287562012672,1e-07,down
1.6,0.44106082618236536,1e-07,down
1.4,0.32504627294838423,1e-07,down
1.2,0.3373853377997875,1e-07,down
1.0,0.30424664542078966,1e-07,down
0.8,0.46659812214784313,1e-07,down
0.6,0.11041198857128616,1e-07,down
0.4,0.10067847929894921,1e-07,down
0.2,0.39991877693682903,1e-07,down
-0.0,-0.011054995702579614,1e-07,down
