i,Ht,chi
5,6.0,0.28989188373088837
6,6.0,0.13774266839027405
7,6.0,0.328087918460369
8,6.0,0.2713062390685081
9,6.0,0.28967061638832087
10,2.0,0.02127711474895474
11,2.0,1.0558903776109216
12,2.0,0.022012427449226348
13,2.0,-0.3832572400569916
14,2.0,-0.3888613730669021
15,2.0,0.9523855112493037
16,2.0,-0.40611872076988215
17,2.0,-0.39830552041530604
18,2.0,-0.40044647455215443
19,2.0,1.0749303624033926
20,6.0,0.5351532958447932
21,6.0,0.684792075306177
22,6.0,0.1841572970151901
23,6.0,0.6184725910425185
24,6.0,0.5457476004958152
25,6.0,0.15175670385360715
26,6.0,0.14979656040668485
27,6.0,0.013274744153022764
28,6.0,0.3196827322244643
29,6.0,0.38661056756973255
0,6.0,1.208314783114474
1,6.0,0.67424139380455
2,6.0,0.3978311419486999
3,6.0,0.43323941528797144
4,6.0,0.3084994405508041
5,6.0,0.034056499600410454
6,6.0,0.04401904344558715
7,6.0,0.3978521972894668
8,6.0,0.27168299257755274
9,6.0,0.21774411201477048
10,2.0,-0.3130028545856476
11,2.0,-0.02272829413414001
12,2.0,1.0186003260314462
13,2.0,0.7301291897892951
14,2.0,0.39473904669284815
15,2.0,-0.4166927151381969
16,2.0,-0.5463604666292666
17,2.0,-0.4249542467296123
18,2.0,-0.211285525932908
19,2.0,-0.003666326403617858
20,6.0,1.1357730999588964
21,6.0,0.37532900460064406
22,6.0,0.3313337201252579
23,6.0,0.8901793416589497
24,6.0,0.37861679121851916
25,6.0,0.35727740451693524
26,6.0,0.25401395931839943
27,6.0,0.7974052578210828
28,6.0,0.3259285166859626
29,6.0,0.23210965096950525
0,6.0,0.3280522171407938
1,6.0,0.049097597599029534
2,6.0,0.1969962120056152
3,6.0,0.24293770641088483
4,6.0,0.2183228656649589
5,6.0,0.3172857910394668
6,6.0,0.038212120532989495
7,6.0,0.022320300340652462
8,6.0,0.489832043647766
9,6.0,0.2310252115130424
10,2.0,0.9766727387905119
11,2.0,0.2218257635831832
12,2.0,0.010793060064315794
13,2.0,-0.006074696779251096
14,2.0,0.322765439748764
15,2.0,-0.4307295083999633
16,2.0,-0.4186247289180755
17,2.0,0.647667959332466
18,2.0,0.30779734253883356
19,2.0,0.503486007452011
20,6.0,0.24528852105140683
21,6.0,0.25024949759244913
22,6.0,0.10657567530870436
23,6.0,0.21108455955982205
24,6.0,0.3983282595872878
25,6.0,0.39203737676143635
26,6.0,0.3126795142889022
27,6.0,0.2520251870155334
28,6.0,0.3915231674909591
29,6.0,0.21689230203628534
0,6.0,0.1692447066307068
1,6.0,0.32864207774400706
2,6.0,0.298374630510807
3,6.0,0.31656920164823527
4,6.0,0.17425669729709622
5,6.0,0.45375393144786347
6,6.0,0.21861827746033666
7,6.0,0.2539918720722198
8,6.0,0.1069518011063337
9,6.0,0.15194062143564221
10,2.0,1.3524728566408155
11,2.0,0.0400398075580597
12,2.0,-0.23553112149238584
13,2.0,-0.2407818585634231
14,2.0,0.20405073463916776
15,2.0,-0.2157630771398544
16,2.0,0.27169561386108393
17,2.0,0.5588806867599486
18,2.0,-0.22642053663730619
19,2.0,-0.5445394217967986
20,6.0,-0.09315704181790348
21,6.0,0.5399433057755232
22,6.0,0.5128148738294839
23,6.0,0.45830218654009514
24,6.0,0.2950157783925533
25,6.0,-0.014091365970671173
26,6.0,0.057884489884600036
27,6.0,0.5531212463974952
28,6.0,0.37150182202458376
29,6.0,0.3305001030676067
0,6.0,0.24759359844028944
1,6.0,0.5716741327196357
2,6.0,0.27098596561700095
3,6.0,0.33410509675741185
4,6.0,0.5276316122617571
5,6.0,-0.03308260440826415
6,6.0,0.5575164733454584
7,6.0,0.34391188900917763
8,6.0,0.008334189653396605
9,6.0,0.4976041195914148
10,2.0,0.4888632930815219
11,2.0,0.7039561830461024
12,2.0,0.38078233599662775
13,2.0,0.7659963704645633
14,2.0,0.7227844037115572
15,2.0,-0.4191029295325278
16,2.0,0.7340334318578242
17,2.0,0.7060521468520163
18,2.0,0.8449208214879034
19,2.0,-0.41388678550720204
20,6.0,0.1280053406953811
21,6.0,0.001180527731776236
22,6.0,0.06579862162470818
23,6.0,0.5267551690340041
24,6.0,0.12413740716874597
25,6.0,0.28893129341304297
26,6.0,0.4171102652326225
27,6.0,0.2706715893000364
28,6.0,0.47799327829852695
29,6.0,-0.019124880433082577
0,6.0,0.5187307149171828
1,6.0,0.31287439167499537
2,6.0,0.5775426328182219
3,6.0,0.4744038879871368
4,6.0,0.3223490417003631
5,6.0,0.03179007768630981
6,6.0,0.1986245512962341
7,6.0,0.24524846673011774
8,6.0,0.22140985727310175
9,6.0,0.309602677822113
10,2.0,0.955798029899597
11,2.0,0.011102452874183651
12,2.0,0.019462078809738156
13,2.0,0.3339757472276687
14,2.0,-0.00730045139789581
15,2.0,0.004737153649330138
16,2.0,0.009890288114547728
17,2.0,0.0
18,2.0,-0.0035886764526367183
19,2.0,0.0024001300334930416
20,6.0,-0.3259103745222091
21,6.0,0.24708589911460874
22,6.0,0.3528067469596862
23,6.0,0.45462194085121144
24,6.0,0.17110550403594965
25,6.0,0.2743849158287048
26,6.0,0.20188370347023005
27,6.0,0.5130265057086943
28,6.0,0.43457031249999994
29,6.0,0.009472310543060301
0,6.0,0.19844271615147585
1,6.0,0.057513464242219904
2,6.0,0.26134881936013693
3,6.0,0.25331713515333826
4,6.0,0.09743695193901657
5,6.0,0.08726707287132739
6,6.0,0.3977109901607036
7,6.0,0.2808308890089392
8,6.0,0.14088107319548723
9,6.0,0.2506382260471582
10,2.0,0.29656089842319483
11,2.0,0.28844677750021214
12,2.0,0.171963119180873
13,2.0,0.3862612191587686
14,2.0,-0.0007966808043420301
15,2.0,0.013681088457815344
16,2.0,0.004333998076617717
17,2.0,0.0021417166572064157
18,2.0,-0.0038058580830693236
19,2.0,0.0009268005378544328
20,6.0,0.533322688192129
21,6.0,0.3755065947771072
22,6.0,0.22888947691535574
23,6.0,0.09125748882070182
24,6.0,0.5741580817848443
25,6.0,0.09434634313583953
26,6.0,-0.022544352337718006
27,6.0,0.2713768305256962
28,6.0,0.03240210795775055
29,6.0,0.03421822283416986
0,6.0,0.272633071988821
1,6.0,0.4331666529178618
2,6.0,0.2880630940198897
3,6.0,0.2027070671319961
4,6.0,0.100715234875679
5,6.0,0.0882943570613861
6,6.0,0.3072931915521621
7,6.0,0.2479144930839538
8,6.0,0.05997627973556517
9,6.0,0.2921225875616073
10,2.0,0.9608423337340355
11,2.0,-0.28826121613383293
12,2.0,1.227457858622074
13,2.0,1.354605223983526
14,2.0,0.9788260608911514
15,2.0,-0.6932485699653625
16,2.0,-0.4966050386428832
17,2.0,-0.23747605085372925
18,2.0,0.5213445872068404
19,2.0,0.8398992419242857
20,6.0,-0.29668079642578954
21,6.0,0.6580225527286528
22,6.0,0.22915683686733243
23,6.0,0.8642796017229556
24,6.0,0.4518632590770721
25,6.0,0.5896355137228965
26,6.0,0.09978840500116345
27,6.0,0.7602996602654456
28,6.0,0.5442274920642375
29,6.0,0.8996430067345498
0,6.0,0.32584995031356806
1,6.0,0.3587744534015655
2,6.0,0.6462757289409636
3,6.0,0.09983491897583005
4,6.0,0.16431415081024167
5,6.0,-0.017864823341369622
6,6.0,0.0804987847805023
7,6.0,0.30796766281127924
8,6.0,0.09818318486213681
9,6.0,0.3425552248954772
10,2.0,1.1829205602407453
11,2.0,0.8952208459377288
12,2.0,1.0501509010791776
13,2.0,0.8963621854782104
14,2.0,-0.3141996823251247
15,2.0,-0.4798571467399596
16,2.0,-0.28709520399570465
17,2.0,0.28167308866977686
18,2.0,-0.2697181403636932
19,2.0,1.6099075973033903
20,6.0,0.5626059994101523
21,6.0,0.47088338434696186
22,6.0,0.3934775292873382
23,6.0,0.07490874826908112
24,6.0,0.18966931104660031
25,6.0,-0.04891760647296906
26,6.0,1.0296147912740705
27,6.0,0.6977103054523468
28,6.0,-0.05959272384643555
29,6.0,-0.1304616332054138
0,6.0,0.5552334412932395
1,6.0,0.5093753277324139
2,6.0,0.26962785422801966
3,6.0,0.17524429410696024
4,6.0,0.309803694486618
5,6.0,0.20711275003850457
6,6.0,0.37051148712635035
7,6.0,0.048898205161094666
8,6.0,0.10199142992496489
9,6.0,0.35000388324260706
10,2.0,-0.08929563686251636
11,2.0,-0.027850482612848275
12,2.0,0.009537167847156525
13,2.0,-0.010388411581516264
14,2.0,0.6414114274084567
15,2.0,0.0067407339811325065
16,2.0,-0.0006414949893951418
17,2.0,0.7284036502242088
18,2.0,0.6341513283550738
19,2.0,0.41334892064332956
20,6.0,0.8616533651947973
21,6.0,0.23442777991294858
22,6.0,0.03938686847686767
23,6.0,0.398683726787567
24,6.0,0.4177395850419997
25,6.0,0.0860997587442398
26,6.0,0.22738948464393613
27,6.0,0.31561960279941553
28,6.0,0.38462111167609686
29,6.0,0.19672601670026776
0,6.0,1.12965802103281
1,6.0,0.36392425745725626
2,6.0,0.2820215672254562
3,6.0,0.10914349555969236
4,6.0,0.24244011938571927
5,6.0,0.04419979453086852
6,6.0,0.12220832705497739
7,6.0,0.02393567562103271
8,6.0,0.07842454314231871
9,6.0,0.12904502451419828
10,2.0,0.04741990566253661
11,2.0,0.27542304992675776
12,2.0,0.312635064125061
13,2.0,0.010022819042205809
14,2.0,0.7318533957004546
15,2.0,0.3305708169937134
16,2.0,0.31604361534118647
17,2.0,0.6212437748908995
18,2.0,0.7070972025394439
19,2.0,0.873763620853424
20,6.0,0.7594184875488279
21,6.0,0.5173640102148055
22,6.0,0.12890759110450742
23,6.0,0.043168783187866204
24,6.0,0.15315328538417813
25,6.0,0.04605150222778319
26,6.0,0.11160695552825925
27,6.0,0.04578235745429992
28,6.0,0.07952506840229033
29,6.0,0.10921803116798398
0,6.0,0.216293778270483
1,6.0,0.29780409485101694
2,6.0,0.3532744757831096
3,6.0,0.05722977058030664
4,6.0,0.11361971730366348
5,6.0,0.14406790677458045
6,6.0,0.048776708543300615
7,6.0,0.12715263012796638
8,6.0,0.07548559457063672
9,6.0,0.14352579507976768
10,2.0,0.5074873715639113
11,2.0,0.23761056363582606
12,2.0,0.18045842647552485
13,2.0,0.20332525670528412
14,2.0,0.014436706900596617
15,2.0,-0.012242019176483153
16,2.0,-0.0019218176603317259
17,2.0,0.00018037855625152574
18,2.0,0.004989504814147948
19,2.0,0.010665997862815853
20,6.0,-0.037066936492919915
21,6.0,0.1171161802485585
22,6.0,0.06449928553774952
23,6.0,0.14447172591462729
24,6.0,0.14485593070276082
25,6.0,0.04463542671874164
26,6.0,0.06545472884317859
27,6.0,0.07375966804102062
28,6.0,0.02669504843652248
29,6.0,0.06853550068262847
0,6.0,0.5585896056145429
1,6.0,0.36441405862569803
2,6.0,0.381155359558761
3,6.0,0.8511420991271731
4,6.0,0.2385063469409942
5,6.0,0.006732627749443054
6,6.0,0.6996640264987944
7,6.0,0.06694216467440127
8,6.0,0.5588689018040894
9,6.0,0.09314965456724165
10,2.0,-0.15871438011527064
11,2.0,0.576667584478855
12,2.0,0.2601738907396793
13,2.0,1.2223457954823969
14,2.0,0.45174175873398775
15,2.0,0.692341536283493
16,2.0,0.6360847931355238
17,2.0,-0.2074850257486105
18,2.0,1.1184269301593304
19,2.0,-0.4819678552448749
20,6.0,-0.31038653850555414
21,6.0,-0.23472036793828008
22,6.0,0.19855581223964688
23,6.0,0.43669043853878964
24,6.0,0.1007374823093414
25,6.0,-0.001029059290885925
26,6.0,0.03619720041751861
27,6.0,0.2217124700546264
28,6.0,0.4360272027552127
29,6.0,0.12437310814857482
0,6.0,0.6895466446876525
1,6.0,0.41197301447391504
2,6.0,0.4551261290907859
3,6.0,0.3136118054389953
4,6.0,0.4642775803804396
5,6.0,0.47870254516601546
6,6.0,0.27139742672443384
7,6.0,0.23811841756105417
8,6.0,0.06541140377521514
9,6.0,0.449171558022499
10,2.0,1.4311278313398361
11,2.0,-0.28768011927604675
12,2.0,-0.6124024130403994
13,2.0,-0.23173585161566732
14,2.0,1.0338784493505955
15,2.0,-0.10176473483443257
16,2.0,-0.21703943610191345
17,2.0,0.6305239498615264
18,2.0,0.21877478808164588
19,2.0,-0.08202338218688965
20,6.0,0.3247272223234176
21,6.0,0.5601378232240676
22,6.0,0.5797431841492652
23,6.0,0.1380320489406585
24,6.0,0.004214257001876832
25,6.0,0.25684392452239985
26,6.0,0.11373119056224823
27,6.0,0.11605520546436308
28,6.0,0.44388450682163233
29,6.0,0.3071015924215316
0,6.0,0.6046786797232925
1,6.0,-0.08901019766926764
2,6.0,0.10832534730434415
3,6.0,0.03263586759567261
4,6.0,0.04821739345788955
5,6.0,0.1366915442049503
6,6.0,0.6771582029759882
7,6.0,0.3213566821068525
8,6.0,0.24601382389664647
9,6.0,0.41959664225578297
10,2.0,0.9534484595060346
11,2.0,-0.11855285614728925
12,2.0,-0.012774899601936337
13,2.0,0.009160444140434263
14,2.0,0.0023873597383499132
15,2.0,0.0008990317583084102
16,2.0,0.011710330843925474
17,2.0,0.005060285329818725
18,2.0,0.007517471909523009
19,2.0,0.001820281147956848
20,6.0,0.9029773399233816
21,6.0,0.23602200299501416
22,6.0,0.7976752249523995
23,6.0,0.21204369515180585
24,6.0,-0.0034242495894432055
25,6.0,0.4978656424209475
26,6.0,0.4315816983580589
27,6.0,0.17312930524349213
28,6.0,0.35242148302495474
29,6.0,0.2820639573037624
0,6.0,0.22040525078773496
1,6.0,0.3079112917184829
2,6.0,0.36913906037807465
3,6.0,-0.042036265134811394
4,6.0,0.3404990583658218
5,6.0,0.14873686432838437
6,6.0,0.08530728518962859
7,6.0,0.17150571197271341
8,6.0,0.12421597540378569
9,6.0,0.07686516642570494
10,2.0,0.7075864523649213
11,2.0,-0.15961191616952414
12,2.0,0.4271282367408275
13,2.0,0.12196010351181026
14,2.0,-0.41636340320110315
15,2.0,0.003591537475585937
16,2.0,0.011775523424148558
17,2.0,0.005205631256103516
18,2.0,-0.0005370974540710448
19,2.0,-0.0009659528732299803
20,6.0,1.173488140106201
21,6.0,-0.07597453147172925
22,6.0,0.2004939063917845
23,6.0,0.1332958212587982
24,6.0,0.29488707147538656
25,6.0,0.035643048584461205
26,6.0,0.2906959298998117
27,6.0,0.14519936870783565
28,6.0,0.26144431903958315
29,6.0,0.0674515403807163
0,6.0,0.5512629440054296
1,6.0,0.5886182240210472
2,6.0,0.5444511659443377
3,6.0,0.11185204982757567
4,6.0,0.08440928161144255
5,6.0,0.518080748617649
6,6.0,0.14842716651037335
7,6.0,0.33748962543904776
8,6.0,0.42839693836867804
9,6.0,0.26087234728038305
10,2.0,0.10711347311735146
11,2.0,-0.10413237288594246
12,2.0,0.3092783242464065
13,2.0,0.037949280813336365
14,2.0,0.254777773283422
15,2.0,0.2138839131221175
16,2.0,0.16803045757114884
17,2.0,0.5140927471220492
18,2.0,0.21475039422512052
19,2.0,0.15034666564315557
20,6.0,0.28480544034391636
21,6.0,0.5966116450726985
22,6.0,0.06778962910175322
23,6.0,0.0694497525691986
24,6.0,0.7429737225174903
25,6.0,0.3145037963986396
26,6.0,0.27505051717162127
27,6.0,0.46009620651602734
28,6.0,0.5804286897182463
29,6.0,0.4552975902333855
0,6.0,0.08947320282459258
1,6.0,0.51454284414649
2,6.0,0.3030500197783112
3,6.0,0.07399060577154158
4,6.0,0.4426337759941815
5,6.0,0.07471427740529178
6,6.0,0.10913686640560626
7,6.0,0.39208087220322335
8,6.0,0.2679093442857265
9,6.0,0.21215163543820376
10,2.0,0.2495416775345802
11,2.0,0.3112933859229087
12,2.0,0.30580530688166613
13,2.0,0.28277006000280375
14,2.0,0.016585782170295715
15,2.0,0.01845072209835052
16,2.0,0.6923853084444997
17,2.0,0.15990553423762316
18,2.0,0.5123055204749107
19,2.0,-0.18356113880872726
20,6.0,0.7400704678148029
21,6.0,0.018703274428844452
22,6.0,0.05933313444256781
23,6.0,0.09485481493175027
24,6.0,0.013469103723764418
25,6.0,-0.004849508404731749
26,6.0,0.12908676228835245
27,6.0,0.08181969029828905
28,6.0,0.010564049705862997
29,6.0,0.021786145865917202
0,6.0,0.4332904256880283
1,6.0,0.10433693230152129
2,6.0,0.22766010463237757
3,6.0,0.4806864112615585
4,6.0,0.5760175138711928
5,6.0,0.38492602109909047
6,6.0,0.09377524256706235
7,6.0,0.12824846804141996
8,6.0,0.4872954301536082
9,6.0,0.6448070257902143
10,2.0,0.8711602911353108
11,2.0,0.32440525293350214
12,2.0,0.42702791839838017
13,2.0,-0.004221633076667785
14,2.0,0.32484076917171467
15,2.0,0.3329178988933563
16,2.0,0.009666547179222103
17,2.0,0.3187401816248893
18,2.0,0.3158784210681915
19,2.0,0.31713117659091944
20,6.0,0.3269068989902734
21,6.0,0.03978968970477581
22,6.0,0.6805397048592565
23,6.0,0.09514278173446652
24,6.0,0.029894337058067315
25,6.0,0.023003861308097836
26,6.0,0.5554660409688948
27,6.0,0.5304013155400752
28,6.0,0.41000352054834355
29,6.0,0.023031234741210934
0,6.0,0.7516217380762098
1,6.0,0.40059978887438774
2,6.0,0.1829552538692951
3,6.0,0.44533970579504956
4,6.0,0.28394638001918787
5,6.0,0.9067898802459239
6,6.0,0.24900435213930905
7,6.0,0.49022033065557474
8,6.0,0.4955866783857345
9,6.0,0.40292513370513905
10,2.0,-0.15595845133066175
11,2.0,0.20519153773784632
12,2.0,0.037051945924758904
13,2.0,0.8141298741102219
14,2.0,0.2102750241756439
15,2.0,-0.30236427485942835
16,2.0,0.25424148887395853
17,2.0,0.1017383188009262
18,2.0,1.1516700312495232
19,2.0,-0.3811892345547676
20,6.0,0.9647813905030487
21,6.0,0.8036869065836071
22,6.0,0.2580318301916122
23,6.0,0.1984622478485107
24,6.0,0.5436509028077124
25,6.0,0.4873683601617812
26,6.0,0.05758991837501525
27,6.0,0.24602309614419934
28,6.0,0.4269898533821105
29,6.0,0.4229089468717574
0,6.0,0.5237992564216255
1,6.0,0.7147670527920125
2,6.0,0.6895755156874654
3,6.0,0.29945272579789156
4,6.0,0.12212764704599974
5,6.0,0.38408623612485815
6,6.0,0.2859578467905521
7,6.0,0.18021689262241122
8,6.0,0.05296228872612118
9,6.0,0.06663450226187706
10,2.0,0.08549696020781987
11,2.0,0.8307634815573692
12,2.0,0.7946747317910194
13,2.0,-0.4213704988360404
14,2.0,0.333955893293023
15,2.0,-0.5480714365839957
16,2.0,-0.423071876168251
17,2.0,0.48284702003002156
18,2.0,-0.4216616749763488
19,2.0,0.5081880390644073
20,6.0,0.7344543375074862
21,6.0,-0.02319508790969849
22,6.0,0.536536157131195
23,6.0,0.4124603793025016
24,6.0,0.2073408812284469
25,6.0,0.05586656928062438
26,6.0,0.06612759828567503
27,6.0,0.022946074604988095
28,6.0,0.489598050713539
29,6.0,0.38589331507682795
0,6.0,0.8913391195237635
1,6.0,0.8290474675595759
2,6.0,0.015166237950325042
3,6.0,0.145553576759994
4,6.0,-0.03405227977782489
5,6.0,-0.006413008086383328
6,6.0,0.019644595682621
7,6.0,0.14494287967681882
8,6.0,0.09772872924804686
9,6.0,0.02648365870118141
10,2.0,0.26936642080545414
11,2.0,0.7973006274551152
12,2.0,0.4035742431879043
13,2.0,0.3829749748110771
14,2.0,0.4072787165641784
15,2.0,0.21313110738992683
16,2.0,-0.12287750840187074
17,2.0,-0.1659494191408157
18,2.0,-0.21640402823686597
19,2.0,-0.20539808273315427
20,6.0,0.13501749932765958
21,6.0,0.3452311644068686
22,6.0,0.04290646314620972
23,6.0,0.378593741217628
24,6.0,0.07938121259212493
25,6.0,0.52839957177639
26,6.0,0.14723145053721962
27,6.0,0.026299525052309033
28,6.0,0.048208761960268014
29,6.0,0.14075617934577164
0,6.0,-0.02450647950172422
1,6.0,0.6642428450286387
2,6.0,0.42299817525781686
3,6.0,0.06430387496948241
4,6.0,-0.00800897181034088
5,6.0,0.04274723678827285
6,6.0,-0.0030522570013999926
7,6.0,0.05237957462668418
8,6.0,0.0023840256035327916
9,6.0,0.2855538241565227
10,2.0,0.6016324125230311
11,2.0,-0.004763901233673094
12,2.0,0.3323452472686767
13,2.0,0.4062964022159576
14,2.0,0.4159968942403793
15,2.0,0.0053865909576416
16,2.0,0.00224381685256958
17,2.0,0.3057622611522674
18,2.0,0.31456089019775385
19,2.0,0.42253129184246047
20,6.0,0.15430537890642881
21,6.0,0.10823862347751853
22,6.0,0.09777461737394331
23,6.0,0.05757101112976669
24,6.0,0.037453761324286454
25,6.0,0.05562034621834754
26,6.0,0.01331212744116783
27,6.0,0.05795584246516227
28,6.0,0.04904173500835895
29,6.0,0.03201455064117908
0,6.0,1.0424715690314768
1,6.0,0.6255919309332966
2,6.0,1.1884882766753433
3,6.0,0.21924240142107007
4,6.0,0.051483705639839165
5,6.0,0.22628808021545407
6,6.0,0.13056437671184537
7,6.0,0.24633544683456413
8,6.0,0.2368921265006065
9,6.0,0.07658759504556654
10,2.0,0.007893316447734892
11,2.0,-0.012613236904144285
12,2.0,0.6258428581058977
13,2.0,0.2824135664850473
14,2.0,-0.0017296969890594474
15,2.0,0.013849385082721707
16,2.0,0.0052076131105422965
17,2.0,0.003055542707443237
18,2.0,0.0032305717468261714
19,2.0,0.01358271390199661
20,6.0,0.6398858614265917
21,6.0,0.4441791982389986
22,6.0,0.24518380034714934
23,6.0,-0.045839593280106776
24,6.0,0.20876108482480046
