k,corr
12,0.8299206682377227
13,0.8227876561661777
14,0.8149812824248824
15,0.810078373570897
16,0.8106066571116454
17,0.8079256056007494
18,0.8088895461147356
19,0.8068282859943384
20,0.8514649994439525
21,0.9097615486294147
22,0.9148407558571122
23,0.9140452227142953
24,0.9105509640676178
25,0.9127608051006408
26,0.9149554924636834
27,0.9237137109953583
28,0.9276052861909243
29,0.9292226525984258
10,0.9132519478371061
11,0.8817585615435156
12,0.8792738947698574
13,0.8775536399135504
14,0.8756768847785592
15,0.8666910581679164
16,0.8550596741185823
17,0.8547637423984142
18,0.8466465794154612
19,0.843388486469081
20,0.8906766469501097
21,0.9218726268637774
22,0.9245153857556684
23,0.931939631328205
24,0.9273442998321709
25,0.921735887647864
26,0.9273789225147457
27,0.9198432218104158
28,0.926293171911329
29,0.922367694841415
10,0.9205623074706125
11,0.8854527586384606
12,0.8624024595353725
13,0.8516816567379151
14,0.8474602320468779
15,0.8470501298408678
16,0.8428511737857465
17,0.8470618953719299
18,0.8385343270519268
19,0.8340645863246443
20,0.8759056131156496
21,0.9097213100423905
22,0.9214268581048618
23,0.9195319113262264
24,0.9151635693360127
25,0.9118846144532367
26,0.918846290337825
27,0.9185290677645469
28,0.9216503310783125
29,0.917777998413464
10,0.9051687296244391
11,0.8576131464527494
12,0.8267200573389211
13,0.8168667603931832
14,0.8118161835676732
15,0.8087469031423096
16,0.8087416914697538
17,0.8067345997132153
18,0.810656477073403
19,0.8074899714936334
20,0.8628845480313295
21,0.8967262370856904
22,0.8966699809082794
23,0.9083803356106095
24,0.9096987650265879
25,0.9126906625923394
26,0.9062080367700178
27,0.9076885942447113
28,0.9043726705917114
29,0.9050687207710864
10,0.9137837595031921
11,0.8688027694746513
12,0.8617353241076107
13,0.8560295591154843
14,0.8552270011086559
15,0.8507636776940017
16,0.8473429218874798
17,0.8419807941107754
18,0.8402681209436368
19,0.8385688183177731
20,0.891181308084076
21,0.9218299151192356
22,0.9229100839233443
23,0.91989265609972
24,0.9166298540260787
25,0.9192353603630696
26,0.9197740268381425
27,0.9234969954307364
28,0.9258973663194189
29,0.9241305341988333
10,0.903225843463988
11,0.8648248685939807
12,0.8501053688456454
13,0.8385170596340192
14,0.8288837425237991
15,0.8187254228064068
16,0.8183625984939464
17,0.8196118580287738
18,0.8130812309718802
19,0.8114181057844887
20,0.8586289839713215
21,0.90828270292123
22,0.9205934967434863
23,0.920872589742863
24,0.9230639521888788
25,0.925448620250726
26,0.9207424178585282
27,0.9233928559006529
28,0.9218686018017527
29,0.9151138274486567
10,0.9123544365177221
11,0.8870290676739769
12,0.8620701543027458
13,0.8655225324951262
14,0.8615802115719855
15,0.8551527842480086
16,0.8498807290926962
17,0.8462001348425927
18,0.8365351088580872
19,0.8409829045479565
20,0.8940311400037789
21,0.9366153315883267
22,0.9326907956613709
23,0.9452059469153038
24,0.9463372425590769
25,0.941370046252364
26,0.946609280758526
27,0.9452590034672846
28,0.9412815029267241
29,0.9392657620735765
10,0.9140257259563143
11,0.8631987968727447
12,0.8450827267522619
13,0.832834115082527
14,0.8213520979074265
15,0.8183509538050193
16,0.8083672336627326
17,0.8081414688735892
18,0.8137494663169045
19,0.8110800518961414
20,0.8678357488884438
21,0.9206705436951591
22,0.9234607197723909
23,0.937232969327036
24,0.938136077837879
25,0.9359864746156263
26,0.9361929554039546
27,0.9355274014764781
28,0.9348756793269042
29,0.9432839420447052
10,0.9025135440561302
11,0.8823642593256643
12,0.874441618083068
13,0.8668714694716353
14,0.8647644631282075
15,0.8558618083983749
16,0.8457024061137439
17,0.845612755034536
18,0.8404645015304121
19,0.8377077920346553
20,0.8784708696392203
21,0.9189593282224731
22,0.9211273726969035
23,0.9200383688929202
24,0.9215943448835787
25,0.9219332746508362
26,0.9217836905140502
27,0.9295344634888851
28,0.927796506085253
29,0.9290598779436499
10,0.9142912905470556
11,0.8781047223688484
12,0.8592781534332277
13,0.8537649904697145
14,0.8462764469114659
15,0.8411652329712161
16,0.8364198445533357
17,0.836409963015261
18,0.8325859981935549
19,0.8240544317407739
20,0.8697426653234732
21,0.909707479588608
22,0.9188905554044512
23,0.9263884645476754
24,0.9287780587097973
25,0.929971650195237
26,0.9283394994343779
27,0.9252425346272795
28,0.9238722468435793
29,0.9285229730039685
10,0.9226049940973183
11,0.8811034100467202
12,0.8614904781653567
13,0.8578304962212806
14,0.8483940589409951
15,0.8391202806267041
16,0.8424973296028128
17,0.833520535487469
18,0.834676038541833
19,0.8331608776265597
20,0.8812919444810033
21,0.91665242120865
22,0.9312947912033908
23,0.9299232994535691
24,0.9265201741193877
25,0.9241142313089139
26,0.9308156457613694
27,0.9362532318473777
28,0.9395343257064986
29,0.9394346584559152
10,0.9078680600750225
11,0.878082945646247
12,0.8621572873913668
13,0.8591558547679282
14,0.8531218203247146
15,0.8449094905230667
16,0.8370732644312687
17,0.8350618340831188
18,0.8341168576159392
19,0.8230595273324178
20,0.8579445859203911
21,0.899474525802745
22,0.8991981733790834
23,0.9021016245005529
24,0.9039352211717088
25,0.9020745662536743
26,0.9052190560282869
27,0.9012280804879561
28,0.9018657517295832
29,0.8957728154332717
10,0.9240043928204612
11,0.8731827966143102
12,0.8613008746537153
13,0.8531875005623502
14,0.8582367694724982
15,0.8541626645725877
16,0.8570062382771285
17,0.8569160050284685
18,0.8569858070344096
19,0.8562281398127445
20,0.8877792473939806
21,0.9240166927918017
22,0.935448000392838
23,0.9349208304476481
24,0.9313826038417995
25,0.9302031862685247
26,0.93537508569352
27,0.9357794486198918
28,0.936206423294412
29,0.935017841851228
10,0.9036130384559783
11,0.8605941124818361
12,0.8500790930553114
13,0.847198267626095
14,0.8352376000041511
15,0.8332304271074225
16,0.8322591479120198
17,0.8301687940374194
18,0.835586861710576
19,0.830120239202973
20,0.8825782448217729
21,0.9248432978857073
22,0.937109723090991
23,0.9347888332671346
24,0.9396769763887363
25,0.9344944960540188
26,0.9289612459966694
27,0.9333991144951087
28,0.934437057785569
29,0.9350511691073672
10,0.9014746422375881
11,0.8664075954039656
12,0.868131220601047
13,0.8580992034567337
14,0.8557949673418491
15,0.8554136088899169
16,0.8526333027404547
17,0.8549766467097146
18,0.8514984902013399
19,0.8447710378912111
20,0.8807317076370627
21,0.9099797494218163
22,0.9142876653177214
23,0.9177458635181903
24,0.9171795833176919
25,0.91749624951923
26,0.9186502497867053
27,0.9166521343937687
28,0.9163695561715202
29,0.9168149024545036
10,0.9363971492384747
11,0.9045840409664221
12,0.8841101923219737
13,0.8710683266489359
14,0.8747548745194773
15,0.8775046391135628
16,0.8794366932357429
17,0.8794257881369744
18,0.8728995175412887
19,0.8647312297442035
20,0.9101703878537117
21,0.9363989387852824
22,0.9340884469136725
23,0.944808625709765
24,0.9373630374785957
25,0.9338780322034241
26,0.932683966843534
27,0.9478384536171796
28,0.9404428431240983
29,0.9347118833584119
10,0.9359621868776792
11,0.8899829574799589
12,0.8793446703259772
13,0.8763428621496887
14,0.8728503015735647
15,0.8712543206021527
16,0.8696352194540461
17,0.8692451039912699
18,0.8732360554991312
19,0.8671097045590448
20,0.9138124784975064
21,0.9476028721578877
22,0.958100537774014
23,0.9559932660467082
24,0.9445832062235768
25,0.9425073178566448
26,0.9437074630924197
27,0.9399226272187461
28,0.9318050364202894
29,0.9289503841005573
10,0.9197350401804053
11,0.8827786448937024
12,0.8658115721379847
13,0.8628686598599021
14,0.8601720432671293
15,0.8557237226661212
16,0.8461447715760766
17,0.841045268633929
18,0.836036054673262
19,0.8355374488210707
20,0.8852099054209536
21,0.9247996899392545
22,0.9326933866271465
23,0.9367939077715126
24,0.9365835967941489
25,0.9440341490497339
26,0.9487537256123886
27,0.9476622875574439
28,0.9396727384405574
29,0.9455714608852471
10,0.8951394454981646
11,0.8664932035095644
12,0.8599366432210516
13,0.860285437349577
14,0.8589267043179992
15,0.8600493720759932
16,0.852836741925206
17,0.8503917774303981
18,0.8512925220208697
19,0.8480370558486963
20,0.8833421538662165
21,0.9015305968678934
22,0.9151622568620716
23,0.9135533808911575
24,0.9065466829524933
25,0.9150164293272803
26,0.9220423671009765
27,0.9189095366120469
28,0.9121252467695861
29,0.9051568728084408
10,0.9177129202067664
11,0.8556097402824262
12,0.8387232869853214
13,0.8283020917196922
14,0.8259830007637439
15,0.8222634581646495
16,0.8180496647813186
17,0.8205585059391753
18,0.8249413595949433
19,0.8241752183482436
20,0.8658047498613662
21,0.9011251157897728
22,0.9103396036732591
23,0.9112759967294011
24,0.9208842053735774
25,0.9277732625499173
26,0.9219396004166859
27,0.9183737789996307
28,0.9118432990627218
29,0.9301486348678838
10,0.8846289422568164
11,0.8316331463747157
12,0.8092046360528424
13,0.8035089845511797
14,0.8021930802671191
15,0.7979961035133215
16,0.7839582932058399
17,0.7699167502935683
18,0.767483394878604
19,0.7669101546549495
20,0.8179765443225764
21,0.8593565163846488
22,0.8688577341757122
23,0.8819827254074013
24,0.8843616397236115
25,0.8895919192907226
26,0.8838435834020876
27,0.8848385903087749
28,0.8855711577611487
29,0.8858973133127522
10,0.9123421161316572
11,0.8714458233042037
12,0.8624229022217401
13,0.8456320360892731
14,0.8306332461774681
15,0.8293652067380812
16,0.8269000634732162
17,0.8229452816730369
18,0.8214406990240158
19,0.8258252467389438
20,0.8714508352319482
21,0.9106099495705882
22,0.9270314934168612
23,0.9395517822849552
24,0.9368145699299795
25,0.9298969060478288
26,0.9321170720158157
27,0.9324655875784262
28,0.9315315157673153
29,0.9318554282065012
10,0.9340375232698829
11,0.8971710526447227
12,0.8765277880476766
13,0.8617257228401115
14,0.8463507165851769
15,0.8308084007642556
16,0.8363877402920015
17,0.833697733939917
18,0.8258761527184542
19,0.8370610530752366
20,0.8871938024218426
21,0.9280101005362589
22,0.9348827156828966
23,0.9428148713497567
24,0.9467785640129748
25,0.9469594982178589
26,0.9414676669539004
27,0.9464786447818749
28,0.9477752917549116
29,0.9395041248994852
10,0.9312718548936898
11,0.8645490739956951
12,0.8354544073578154
13,0.8173381410407264
14,0.8030448402877232
15,0.7990021915370572
16,0.7903997734642739
17,0.7868774306886465
18,0.7858791239639894
19,0.7848750587139992
20,0.8425224132903469
21,0.9145952803201144
22,0.9182059688276372
23,0.9272856262737028
24,0.9277438322241609
25,0.9232955761332022
26,0.9264861339938062
27,0.9184254346920285
28,0.9097098523813753
29,0.9058127720135343
10,0.9174842051209332
11,0.8744036897146603
12,0.8603281016767881
13,0.8354123282405537
14,0.8173829352081252
15,0.814863835056731
16,0.8161431296990894
17,0.80788405272258
18,0.7947354274413633
19,0.788926501897957
20,0.8357743184227833
21,0.8768761816214562
22,0.8839261645717903
23,0.8859744601805482
24,0.8855032502131064
25,0.8854660576184322
26,0.891720257799453
27,0.9032207571983177
28,0.9078814681247618
29,0.9026229037799312
10,0.910065753318575
11,0.8454444090301969
12,0.8204746504321522
13,0.8158382175978239
14,0.8156206958793899
15,0.8158838037802134
16,0.8167404838287421
17,0.8123437952863822
18,0.8067654387065722
19,0.8064503920347079
20,0.8482610289000106
21,0.8887865429652708
22,0.8938614702461137
23,0.9033188732221753
24,0.9079234088532697
25,0.9044251839675594
26,0.9022949383856377
27,0.905260296024581
28,0.9090363896723883
29,0.9044268969876199
10,0.9447576398194162
11,0.9109801039051353
12,0.90711573128589
13,0.904248792444527
14,0.9020985002924814
15,0.9051447251035778
16,0.902684686041766
17,0.9011646570280446
18,0.9003627211033841
19,0.9032342819232282
20,0.9407805557206655
21,0.9718082234867811
22,0.9790151962418788
23,0.9783105692074041
24,0.9776353371302017
25,0.9780473741727895
26,0.9782227537912946
27,0.976241493884719
28,0.9782924309719837
29,0.9790455700403257
10,0.9092526906838057
11,0.866706873501222
12,0.8594102938784985
13,0.8484076959337866
14,0.838329062062189
15,0.8366453096116608
16,0.8290587518910051
17,0.8245996535301259
18,0.8306210664942318
19,0.8238907779500068
20,0.8756557542455947
21,0.9115880122394466
22,0.919036246221754
23,0.9316010822995814
24,0.9356277989568115
25,0.9351613661713106
26,0.936253403033462
27,0.9353983251688683
28,0.9428675043570651
29,0.9430491380215331
10,0.9375546835710157
11,0.8954431296085117
12,0.865714496447284
13,0.8428259226091853
14,0.8281862911976697
15,0.8275711012105658
16,0.817254663878274
17,0.8147411787458478
18,0.8116934764792356
19,0.8199351399089897
20,0.8625232813757627
21,0.8969758836131756
22,0.9021492410224952
23,0.9055547162305148
24,0.9045038281296133
25,0.9069601237127669
26,0.9086584267691095
27,0.9166052555907319
28,0.916234317074788
29,0.9145826003170991
10,0.9197545955488478
11,0.8747309806734884
12,0.8482327734039075
13,0.8370322214566333
14,0.83495933628102
15,0.8335288881178965
16,0.8328658128340463
17,0.8323573034141534
18,0.8337468353960332
19,0.8326439849812324
20,0.8723520786797454
21,0.9129837279995391
22,0.9172836527241719
23,0.9166228933246712
24,0.9157766077514268
25,0.915446050007749
26,0.9117202550501815
27,0.9130111635147274
28,0.9066446207631204
29,0.9036443892899211
10,0.9163089943070377
11,0.8730581124571571
12,0.8612842180559518
13,0.8585480627624384
14,0.8614086414853228
15,0.852593581948982
16,0.8513006157376084
17,0.8512618802387897
18,0.8435980386890602
19,0.843569915376462
20,0.8957022099267521
21,0.9402771448548647
22,0.938897852720506
23,0.9354088234127866
24,0.9456576886234993
25,0.941038767684207
26,0.9344607620489729
27,0.9327636962929136
28,0.931622570538301
29,0.9450664807227589
10,0.9146311185807796
11,0.8606724011186643
12,0.8407902266840555
13,0.8346282858212719
14,0.8301469718462784
15,0.8292528787732463
16,0.8197923316802882
17,0.8130123439048693
18,0.8178634538531483
19,0.8144793169743167
20,0.8628682746524955
21,0.9016569130430293
22,0.9080144666901914
23,0.9078254050449134
24,0.9074090918363323
25,0.9064326570618698
26,0.9120426472599904
27,0.912107958456836
28,0.9077406838133981
29,0.9126351410023066
10,0.9118931130705464
11,0.8737503187740217
12,0.8540642334480196
13,0.8337676197292601
14,0.8250324518532679
15,0.8235847013582986
16,0.820993592676284
17,0.8191612032496366
18,0.8139241475789222
19,0.80960145841746
20,0.8549729294922509
21,0.8891150860175998
22,0.8877951710063346
23,0.8866677309463542
24,0.8862102588569453
25,0.8809510236836238
26,0.8828281940915519
27,0.887584261989289
28,0.8885089682398801
29,0.8871183899903368
10,0.9022925450983749
11,0.8372812909379626
12,0.8280292759374314
13,0.819223086122294
14,0.8142546029916649
15,0.8092102010706135
16,0.8067107655547707
17,0.7997023168278148
18,0.8011082538967453
19,0.7965198333300063
20,0.8501933504699941
21,0.9026400409777118
22,0.9129371579761736
23,0.9114870131717258
24,0.9143701325954525
25,0.9176303036656547
26,0.9276790191063764
27,0.9263274659744261
28,0.9164437697449109
29,0.9220717263974546
10,0.9080255200159233
11,0.8672686406634
12,0.8525905534687229
13,0.8335294295128112
14,0.8279649468413954
15,0.8272006144129362
16,0.8266253589206027
17,0.8301066227958973
18,0.828562491692239
19,0.8186188011235839
20,0.8803373148308932
21,0.9205020031385123
22,0.933580484017382
23,0.9297659693072788
24,0.9241176816344854
25,0.9227303929376399
26,0.9246539290737192
27,0.921888893678503
28,0.9201639388795335
29,0.918368134009906
10,0.9173120495411151
11,0.8766741208957389
12,0.8449678350342527
13,0.8346710812916008
14,0.8328449552795657
15,0.8311415291460704
16,0.8314762803486264
17,0.8311656197457216
18,0.8337130666041365
19,0.8256095940230956
20,0.8647153011717512
21,0.9018508097314465
22,0.9015902161384574
23,0.9025283728927699
24,0.9008610368824256
25,0.8968290741170746
26,0.8982818087428676
27,0.9017634969424503
28,0.9035463199766776
29,0.8987234874595968
10,0.9030499763019566
11,0.8405260231147438
12,0.8188375052714898
13,0.8141314572020051
14,0.8125786039274953
15,0.8099263253541894
16,0.8051648626927006
17,0.801225809089708
18,0.8051893974582065
19,0.8001385198415683
20,0.8486559800483648
21,0.8836339737262817
22,0.8880702252842682
23,0.8907863996195697
24,0.9005337684768122
25,0.9036002672907326
26,0.9031307818932405
27,0.9019817368775611
28,0.9034534168794295
29,0.8990663227778303
10,0.9083607157723466
11,0.8675737154768857
12,0.8559348154877201
13,0.8477608463623314
14,0.8435550805963205
15,0.8411847817855109
16,0.836832739566562
17,0.8347286323156867
18,0.8337743455091697
19,0.8307900145887647
20,0.8799848730682861
21,0.9158355014189373
22,0.9164033235366427
23,0.9204523077600335
24,0.9142388738064117
25,0.9173708431594025
26,0.9132617864787111
27,0.9142229824546322
28,0.9129287056614451
29,0.9118920204724397
10,0.9079513168966237
11,0.8730532673241436
12,0.8504531209595925
13,0.8370684345148411
14,0.8215885490699367
15,0.8202037238273844
16,0.8174732501640923
17,0.8048043373098988
18,0.8008372836659696
19,0.7992541965172255
20,0.8506173407892345
21,0.8893019156998095
22,0.8948428285718568
23,0.9001514088509885
24,0.9109169323035747
25,0.9089340410452138
26,0.9080240069905228
27,0.9030320596840633
28,0.9001765506407395
29,0.9049005361343008
10,0.8969400552767228
11,0.8460497156086253
12,0.84833394836695
13,0.8363024332237317
14,0.8359850451625978
15,0.8354461050727611
16,0.8356994995748354
17,0.8330313834017143
18,0.8194394619969418
19,0.8248756036679301
20,0.8762466159565021
21,0.9172302017837465
22,0.9402818160712926
23,0.9483263882492761
24,0.9473154872946561
25,0.9438135550790054
26,0.9340887921511062
27,0.9314665515014127
28,0.9288929137774083
29,0.9394358823913702
10,0.9031189943645128
11,0.8535639706067151
12,0.8414153805631945
13,0.8350094124899403
14,0.8238744886575915
15,0.8182056230765884
16,0.8139786252932579
17,0.8138478181971317
18,0.8036256293220718
19,0.8001720031995572
20,0.8763546816379337
21,0.9240834808596368
22,0.9339991229085186
23,0.9417934908829115
24,0.9412066663254114
25,0.9393886145373305
26,0.938309217455282
27,0.9415018454431634
28,0.9506286803727215
29,0.9511375515397698
10,0.9364447078105688
11,0.8918365476846931
12,0.8613495699944165
13,0.8495555919395097
14,0.8320533513279228
15,0.8237118375431791
16,0.8125322618042766
17,0.803209239195547
18,0.8071074474160321
19,0.8061824083763742
20,0.8430656827905146
21,0.886648729753073
22,0.9108794180245813
23,0.9245475210017347
24,0.9374334084474301
25,0.9479317188356546
26,0.9398711768841576
27,0.9447602573314402
28,0.940768215540378
29,0.9484021180940185
10,0.9121293307644404
11,0.858620930542223
12,0.8362145158677776
13,0.8299552471739219
14,0.8197320985173647
15,0.8184911253616128
16,0.8148819805170179
17,0.8046450594717719
18,0.8054520346145246
19,0.8090495666037893
20,0.8560078361425608
21,0.9089812684366996
22,0.9168958910466023
23,0.9149830602075939
24,0.9164432534553303
25,0.9252130286666059
26,0.9331454768842541
27,0.9368214819879637
28,0.931468020436909
29,0.9196684401204266
10,0.9188684313211202
11,0.88131599917934
12,0.8690234486026981
13,0.8642679988899262
14,0.8488741429858166
15,0.8489963967525392
16,0.8537692213201055
17,0.8473182997640947
18,0.8396975143875192
19,0.8367421178651255
20,0.8779506945276527
21,0.9013836616898365
22,0.9284555957865521
23,0.9229095123999471
24,0.9300098065164406
25,0.9329292514053185
26,0.9324609831111526
27,0.9301963812480831
28,0.9246335164948245
29,0.9222753561452764
10,0.8979767360737341
11,0.8532601268931772
12,0.8386470197725163
13,0.8235587469026833
14,0.8209598440726958
15,0.8186866912036088
16,0.8119089295219585
17,0.8136709547947849
18,0.811827460532944
19,0.8110726990324485
20,0.8589213253941885
21,0.8961565687631255
22,0.8961029595775265
23,0.8959121856873071
24,0.8959946472624335
25,0.8990556016539877
26,0.900183118676048
27,0.8979815929194388
28,0.8992868930333587
29,0.8989689669639137
10,0.9198440033498295
11,0.8985527109633793
12,0.8891256182233335
13,0.8799536511665564
14,0.8761523384465739
15,0.8726650364093315
16,0.8738825936190271
17,0.8760666980338936
18,0.8704118236864318
19,0.869161481851252
20,0.9203160396064431
21,0.9602435001187505
22,0.9712963814993676
23,0.9680782754245054
24,0.9737684375781068
25,0.9701422105235109
26,0.9646800308959802
27,0.970301050715819
28,0.9722078331713269
29,0.9724886938794057
10,0.9064747123072581
11,0.8553042370391607
12,0.8391779684023047
13,0.8297850758389205
14,0.8216787441998739
15,0.8187015479852437
16,0.8189735074314359
17,0.8160926741775736
18,0.8019887598976355
19,0.8014572386207813
20,0.8551453207960584
21,0.9000512569127104
22,0.8991637397109814
23,0.8986761815191754
24,0.895608528112222
25,0.9036608668812365
26,0.9114020700533063
27,0.911879099436749
28,0.9067254168878071
29,0.9046228488348456
10,0.9064925479529713
11,0.8386541622515622
12,0.8297438411955458
13,0.8210983227649635
14,0.8168151041873115
15,0.8108322101255802
16,0.8077756559704149
17,0.8070440706262074
18,0.8059325690027658
19,0.8038533140626625
20,0.8587650371666141
21,0.9147871795123155
22,0.9323571017032686
23,0.9304641060493168
24,0.927920063145906
25,0.923662710941746
26,0.93095921967208
27,0.9252974964770967
28,0.9223057668696402
29,0.9314540263084403
10,0.9057411145978443
11,0.8620971576428105
12,0.8541294390212879
13,0.851689261571593
14,0.8425927469003236
15,0.8376099540553786
16,0.8299852200152313
17,0.8291363859521036
18,0.8247397187791426
19,0.824224233270316
20,0.8627205446151546
21,0.9004200517100915
22,0.9180897549403012
23,0.922268683846022
24,0.9191041212339698
25,0.9258570802307038
26,0.9256064873983126
27,0.917159587206536
28,0.9253353890572441
29,0.9268209995507404
10,0.8910739875790658
11,0.8471225481342802
12,0.8344212974812839
13,0.8320948620570412
14,0.8291448719642004
15,0.8261343488800288
16,0.8241349388435868
17,0.8247157351057922
18,0.8119351870941512
19,0.8003495256421
20,0.8536275228655553
21,0.8984678784884703
22,0.9147459270051082
23,0.9164317177878797
24,0.9124393501872309
25,0.9176648511350454
26,0.9208261170450012
27,0.914698687397631
28,0.908733838874453
29,0.9144243351201045
10,0.9219588200048386
11,0.8597440735428563
12,0.8357370201819752
13,0.8308929994021297
14,0.8236684174743178
15,0.8156813778941757
16,0.8023674069478728
17,0.7899759750503431
18,0.7838838130231958
19,0.7793993120411357
20,0.826242732980158
21,0.8995087612730662
22,0.9178873263329148
23,0.9255158222484553
24,0.9256101992849339
25,0.927020267101683
26,0.9341012450407906
27,0.934443898703198
28,0.9356735447083361
29,0.9366858974414344
10,0.8960139800438421
11,0.8520181267690571
12,0.8382847480640304
13,0.8313408784272169
14,0.8206268171201522
15,0.8086530589879075
16,0.7978318266262285
17,0.7928534762300311
18,0.7859075909744101
19,0.7878480154677728
20,0.8421670150390111
21,0.8950012186505198
22,0.8972167433119722
23,0.9043117223852353
24,0.9035702221161859
25,0.9080027372670484
26,0.9025234472974342
27,0.9034346700425431
28,0.9074561796681755
29,0.9012406108764293
10,0.8672624497984355
11,0.813167443755533
12,0.807846220987944
13,0.7973110051238813
14,0.7951846066520466
15,0.7911774255574472
16,0.7949035196644534
17,0.7899784068565736
18,0.784880168191533
19,0.7787457696553794
20,0.8279596562703206
21,0.8728904340703931
22,0.8818845426025547
23,0.8895573911843716
24,0.88915276841769
25,0.8869426813851214
26,0.885234794543351
27,0.8914334090727426
28,0.8853536006552007
29,0.8908973690997458
10,0.9332077627648256
11,0.9002500006322695
12,0.8888146300359214
13,0.877923138314428
14,0.8762483199751913
15,0.8759418156339125
16,0.8736642920192216
17,0.8730510034439988
18,0.8734911748134998
19,0.8732952037247699
20,0.9165581593533698
21,0.9455620997414529
22,0.9499288059033404
23,0.9534063351798269
24,0.9511307031913608
25,0.953295681510603
26,0.9517286001853762
27,0.9469606416664231
28,0.9436423056540881
29,0.9400172721742118
10,0.9045970257689099
11,0.8714145893529895
12,0.8647509937428295
13,0.8552440441722183
14,0.8484755809693951
15,0.8382897389403183
16,0.8386405126590217
17,0.8327612223397445
18,0.8345787375809488
19,0.834617090308263
20,0.8806208622677983
21,0.9199850233581726
22,0.9228472468983606
23,0.9374359772020606
24,0.9440362356144298
25,0.9346391940916259
26,0.9332940751772384
27,0.9384639724876788
28,0.9426086711517833
29,0.9408043830640962
10,0.9057815562886736
11,0.8624348293697917
12,0.845987460849793
13,0.8389561165136128
14,0.8367017059442589
15,0.8379846367156485
16,0.835857959114253
17,0.8254868660963381
18,0.8203076036357884
19,0.8136704727028432
20,0.865819409904842
21,0.9116186310358995
22,0.9290957098135543
23,0.9285916219678185
24,0.9308545683153012
25,0.925611852616807
26,0.9284114428461807
27,0.9265027663911752
28,0.9309934767755894
29,0.9332561422554047
