i,Ht,chi
23,6.0,0.19271774590015406
24,6.0,0.5566444322466849
25,6.0,0.41221958678215737
26,6.0,0.3915436714887618
27,6.0,0.4209151919931173
28,6.0,0.30870238505303854
29,6.0,0.5396098755300044
0,6.0,0.554919509217143
1,6.0,0.47204463742673386
2,6.0,0.31464322656393046
3,6.0,0.4072176255285739
4,6.0,0.3387400088831782
5,6.0,0.2840079250745475
6,6.0,0.3285533618181944
7,6.0,0.4464296591468154
8,6.0,0.33878083713352675
9,6.0,0.38252492435276503
10,3.0,0.3090240600286051
11,3.0,0.5383632592856883
12,3.0,0.1337549993768334
13,3.0,0.03183742985129354
14,3.0,0.038388451561331735
15,3.0,0.00919766910374164
16,3.0,0.536053592339158
17,3.0,0.38703345693647856
18,3.0,0.22451102733612058
19,3.0,0.04800838418304919
20,6.0,0.5911351330578326
21,6.0,0.4133966676890849
22,6.0,0.2708884738385677
23,6.0,0.28213407099246973
24,6.0,0.28534196317195887
25,6.0,0.46254143118858326
26,6.0,0.3897018134593963
27,6.0,0.36653415858745564
28,6.0,0.4447749399114399
29,6.0,0.37912498787045473
0,6.0,0.5376141201704739
1,6.0,0.5348408743739127
2,6.0,0.37690765783190716
3,6.0,0.29554047808051104
4,6.0,0.5077462568879126
5,6.0,0.48955895192921156
6,6.0,0.4486462213099002
7,6.0,0.4421096183359622
8,6.0,0.3805825170129537
9,6.0,0.26194640435278416
10,3.0,0.4268878418952226
11,3.0,0.47535251174122084
12,3.0,0.3897553016431629
13,3.0,0.22711583413183686
14,3.0,0.06905481405556199
15,3.0,0.04806246794760226
16,3.0,0.5476723222527652
17,3.0,0.27021121140569443
18,3.0,0.474671478383243
19,3.0,0.2971667675301432
20,6.0,0.4796812646090984
21,6.0,0.3902333304286002
22,6.0,0.2830920870183035
23,6.0,0.2511429544538259
24,6.0,0.5922234533354639
25,6.0,0.2578317314619198
26,6.0,0.5523441143450326
27,6.0,0.24376935744658107
28,6.0,0.2053912170231342
29,6.0,0.6097858957946299
0,6.0,0.5232490170747041
1,6.0,0.41136999987065787
2,6.0,0.43962894845753897
3,6.0,0.3601169399917125
4,6.0,0.38152720732614387
5,6.0,0.4584432456176727
6,6.0,0.37407455500215286
7,6.0,0.26593039405997837
8,6.0,0.271857492334675
9,6.0,0.2740622486453503
10,3.0,0.5425730873830615
11,3.0,0.3118700957857072
12,3.0,0.21823985874652857
13,3.0,0.5522864095401018
14,3.0,0.3262291140854358
15,3.0,0.308964442461729
16,3.0,0.27098914422094816
17,3.0,0.1605197014287114
18,3.0,0.18115816637873647
19,3.0,0.2826497443020343
20,6.0,0.4645039355382322
21,6.0,0.39748738007619966
22,6.0,0.47542359773069615
23,6.0,0.3549158796668052
24,6.0,0.3370159976184367
25,6.0,0.4586710678413509
26,6.0,0.3635297967121005
27,6.0,0.3286388209089636
28,6.0,0.31229658378288144
29,6.0,0.3171038785949349
0,6.0,0.6560905948281288
1,6.0,0.5266747018322347
2,6.0,0.47412220761179913
3,6.0,0.43898702412843693
4,6.0,0.434892114251852
5,6.0,0.5112033812329172
6,6.0,0.40966771915554995
7,6.0,0.4618806783109902
8,6.0,0.41016019135713566
9,6.0,0.3070878461003303
10,3.0,0.28979949653148646
11,3.0,0.6709334719926118
12,3.0,0.39501256495714177
13,3.0,0.5421964917331933
14,3.0,0.4790326841175555
15,3.0,0.4130654004402458
16,3.0,0.18263194710016248
17,3.0,0.038180641829967485
18,3.0,0.4760926375165581
19,3.0,0.05316467583179472
20,6.0,0.6150927115231751
21,6.0,0.5134161695023066
22,6.0,0.5460660038515924
23,6.0,0.5288274865597485
24,6.0,0.4959170287474989
25,6.0,0.5176297686994075
26,6.0,0.3442995036020874
27,6.0,0.6117210144875571
28,6.0,0.29196913540363306
29,6.0,0.6113128447905182
0,6.0,0.6116257086396216
1,6.0,0.42342707514762873
2,6.0,0.54162123426795
3,6.0,0.2587983030825853
4,6.0,0.5673895627260207
5,6.0,0.41015336709097017
6,6.0,0.28166675037937233
7,6.0,0.28380951052531594
8,6.0,0.2896860721521079
9,6.0,0.3111673975363373
10,3.0,0.569331221282482
11,3.0,0.33758436888456334
12,3.0,0.18638955056667322
13,3.0,0.4206865229643881
14,3.0,0.2605484509840607
15,3.0,0.22329743113368747
16,3.0,0.23465537466108793
17,3.0,0.3293645195662975
18,3.0,0.15614097565412519
19,3.0,0.3284634104929864
20,6.0,0.643684796988964
21,6.0,0.4812231361865996
22,6.0,0.46139199566096056
23,6.0,0.2531910915859043
24,6.0,0.23797708936035628
25,6.0,0.22409040806815023
26,6.0,0.5163079164922236
27,6.0,0.41340058296918863
28,6.0,0.38113261014223093
29,6.0,0.35582394711673254
0,6.0,0.674909546971321
1,6.0,0.506392785347998
2,6.0,0.45396956894546736
3,6.0,0.450996484607458
4,6.0,0.36552375950850546
5,6.0,0.2630460858345031
6,6.0,0.4858883491833694
7,6.0,0.4235214833170175
8,6.0,0.296966528519988
9,6.0,0.47791492159012694
10,3.0,0.37326128175482143
11,3.0,0.42789265885949124
12,3.0,0.3978928960859775
13,3.0,0.2492810110561549
14,3.0,0.4149590922752394
15,3.0,0.2808644045144319
16,3.0,0.1573443133383989
17,3.0,0.042916343081742504
18,3.0,0.4735012352466582
19,3.0,0.2712244894355535
20,6.0,0.5706760063767432
21,6.0,0.37656021409202356
22,6.0,0.5002578571438788
23,6.0,0.34118231851607556
24,6.0,0.493289029225707
25,6.0,0.3082214803434908
26,6.0,0.4424824137240647
27,6.0,0.28925796598196024
28,6.0,0.4022950641810893
29,6.0,0.2377142440527677
0,6.0,0.5501435995101928
1,6.0,0.31280990131199354
2,6.0,0.6330059580504894
3,6.0,0.5404362380504607
4,6.0,0.318312742980197
5,6.0,0.253234592732042
6,6.0,0.2121586161665618
7,6.0,0.20270519470795986
8,6.0,0.21391918719746167
9,6.0,0.1944042313843965
10,3.0,0.5679363925009965
11,3.0,0.4333581151440739
12,3.0,0.48533637635409826
13,3.0,0.22159898281097407
14,3.0,0.46070504188537587
15,3.0,0.281103167682886
16,3.0,0.10396553575992581
17,3.0,0.1181318089365959
18,3.0,0.3437709212303161
19,3.0,0.2171982359141111
20,6.0,0.4009313797578215
21,6.0,0.3957079770043492
22,6.0,0.41441284166648984
23,6.0,0.4280746704898774
24,6.0,0.41659700497984875
25,6.0,0.4335359092801808
26,6.0,0.45162707101553673
27,6.0,0.35539236292243
28,6.0,0.3741394458338618
29,6.0,0.40539506287314
0,6.0,0.6496225968003271
1,6.0,0.47539616376161564
2,6.0,0.4225034415721893
3,6.0,0.45835963264107693
4,6.0,0.5573169626295565
5,6.0,0.3966176267713308
6,6.0,0.5324553605169057
7,6.0,0.40247843042016024
8,6.0,0.49175549671053875
9,6.0,0.42008755728602404
10,3.0,0.47943792305886734
11,3.0,0.3708360660821199
12,3.0,0.4059203444048761
13,3.0,0.3693766931537538
14,3.0,0.3430035673081874
15,3.0,0.14127141237258908
16,3.0,0.38536294642835844
17,3.0,0.22537140955682838
18,3.0,0.24268381856381888
19,3.0,0.07675898820161818
20,6.0,0.3311659321188926
21,6.0,0.5897389044985174
22,6.0,0.3711433876305818
23,6.0,0.5308811794966458
24,6.0,0.4872792083770036
25,6.0,0.47638189513236273
26,6.0,0.4436707943677901
27,6.0,0.3208858557045459
28,6.0,0.562517063692212
29,6.0,0.2952895201742649
0,6.0,0.5206498242914676
1,6.0,0.5811567734926938
2,6.0,0.4022316597402095
3,6.0,0.2856746464967727
4,6.0,0.29496601037681097
5,6.0,0.42728866264224047
6,6.0,0.35282966494560236
7,6.0,0.31917046755552286
8,6.0,0.4016825258731841
9,6.0,0.31252767611294985
10,3.0,0.5399875976145266
11,3.0,0.3446617051959037
12,3.0,0.3244000794366002
13,3.0,0.4254447268322109
14,3.0,0.3605508282780647
15,3.0,0.35257339477539057
16,3.0,0.15620394051074976
17,3.0,0.4229514617472886
18,3.0,0.21887601166963572
19,3.0,0.35275449603796
20,6.0,0.5933082718402146
21,6.0,0.31184730306267733
22,6.0,0.342119637876749
23,6.0,0.42187821492552746
24,6.0,0.4326873552054166
25,6.0,0.3979871608316898
26,6.0,0.3310826802626252
27,6.0,0.43747082725167263
28,6.0,0.428332295268774
29,6.0,0.3967349603772163
0,6.0,0.6942492276430128
1,6.0,0.4585307426750658
2,6.0,0.22752702981233594
3,6.0,0.5625716075301169
4,6.0,0.4092100672423838
5,6.0,0.37500656349584455
6,6.0,0.5688805263489484
7,6.0,0.3509495668113231
8,6.0,0.5334341279231011
9,6.0,0.31434996426105494
10,3.0,0.5868634022772311
11,3.0,0.12903224676847452
12,3.0,0.031133128330111483
13,3.0,0.48297915421426285
14,3.0,0.11960428394377229
15,3.0,0.49102104268968094
16,3.0,0.4583510933443903
17,3.0,0.22416105866432187
18,3.0,0.39767236728221167
19,3.0,0.22017675451934335
20,6.0,0.6226011514663695
21,6.0,0.5743481442332267
22,6.0,0.4767741039395332
23,6.0,0.3381007779389619
24,6.0,0.5314895212650298
25,6.0,0.2932159724878146
26,6.0,0.5456954594701527
27,6.0,0.25190724455751473
28,6.0,0.19411659613251683
29,6.0,0.17141887545585627
0,6.0,0.5644590817391871
1,6.0,0.6194323329254985
2,6.0,0.2815839266404509
3,6.0,0.21695442497730247
4,6.0,0.18860218022018665
5,6.0,0.6088361833244561
6,6.0,0.5959567762911319
7,6.0,0.2491083033382892
8,6.0,0.597568857949227
9,6.0,0.5269287351984531
10,3.0,0.6941202837042509
11,3.0,0.6351479294244198
12,3.0,0.6301357494667172
13,3.0,0.6238890145905315
14,3.0,0.007727735908702006
15,3.0,0.6879807971417904
16,3.0,-0.07306113652884962
17,3.0,0.6598253753036261
18,3.0,-0.08437372185289858
19,3.0,-0.09162912517786027
20,6.0,0.7386884726583957
21,6.0,0.7351914439350365
22,6.0,0.27401541173458094
23,6.0,0.15147244371473784
24,6.0,0.658188872039318
25,6.0,0.600485729984939
26,6.0,0.6015821206383406
27,6.0,0.5773561536334454
28,6.0,0.5645493157207965
29,6.0,0.5519127929583191
0,6.0,0.6916204430162906
1,6.0,0.5038887541741132
2,6.0,0.5060799978673457
3,6.0,0.45136161521077145
4,6.0,0.3912900304421782
5,6.0,0.3972691139206289
6,6.0,0.4246078310534357
7,6.0,0.3632975448854267
8,6.0,0.3656881020870059
9,6.0,0.4297601426951586
10,3.0,0.5203707702457904
11,3.0,0.24329163692891592
12,3.0,0.3182606846094131
13,3.0,0.35763011127710337
14,3.0,0.15714136883616442
15,3.0,0.29585501924157137
16,3.0,0.25292892009019846
17,3.0,0.1873353533446788
18,3.0,0.10710396058857438
19,3.0,0.10724182054400443
20,6.0,0.4965838389471173
21,6.0,0.4133554864674806
22,6.0,0.4587365701154339
23,6.0,0.47970259841531504
24,6.0,0.4823232986964285
25,6.0,0.4931511301547288
26,6.0,0.3515544114634394
27,6.0,0.3690905747935175
28,6.0,0.28386649116873736
29,6.0,0.22384399175643915
0,6.0,0.5278664901852607
1,6.0,0.42985556274652476
2,6.0,0.39003837108612055
3,6.0,0.3400398194789886
4,6.0,0.36135722696781153
5,6.0,0.5996275031939148
6,6.0,0.40581148862838734
7,6.0,0.4712088145315646
8,6.0,0.44355641305446614
9,6.0,0.44411148130893696
10,3.0,0.5707440814003347
11,3.0,0.3818614091724156
12,3.0,0.09462086856365201
13,3.0,0.07485628128051756
14,3.0,0.5754231996834277
15,3.0,0.20434569194912905
16,3.0,0.37964998278766865
17,3.0,0.1106169670820236
18,3.0,0.389447861816734
19,3.0,0.24065494816750285
20,6.0,0.55525772459805
21,6.0,0.4411982558667659
22,6.0,0.35688300058245653
23,6.0,0.5221964363008738
24,6.0,0.3086890317499637
25,6.0,0.21103433333337304
26,6.0,0.5252746883779763
27,6.0,0.29685125034302473
28,6.0,0.4987720735371112
29,6.0,0.3018750045448541
0,6.0,0.42377932742238034
1,6.0,0.5297528555383905
2,6.0,0.4019121751189231
3,6.0,0.467168386094272
4,6.0,0.5141681376844645
5,6.0,0.37426520185545087
6,6.0,0.48630570992827404
7,6.0,0.32987695123301813
8,6.0,0.2605962231755256
9,6.0,0.2056701518595218
10,3.0,0.3575043082237243
11,3.0,0.3159015970304608
12,3.0,0.07942151464521884
13,3.0,0.5485368389636277
14,3.0,0.43099898658692826
15,3.0,0.21394326537847513
16,3.0,0.3715547248721122
17,3.0,0.1725646955892443
18,3.0,0.08625021018087861
19,3.0,0.365750066936016
20,6.0,0.6161377392709254
21,6.0,0.3777288149576633
22,6.0,0.3111067004501819
23,6.0,0.2949065472930669
24,6.0,0.31431873515248293
25,6.0,0.4309678422287106
26,6.0,0.3035765262320637
27,6.0,0.27419802546501154
28,6.0,0.2470149882137775
29,6.0,0.24009750038385388
0,6.0,0.5154976285994052
1,6.0,0.34389617480337614
2,6.0,0.5681883916258811
3,6.0,0.46356785669922823
4,6.0,0.3627000283449887
5,6.0,0.3887799475342035
6,6.0,0.4431817531585692
7,6.0,0.4120194166898727
8,6.0,0.36668650433421124
9,6.0,0.31660758052021254
10,3.0,0.48632808960974205
11,3.0,0.3398252241313457
12,3.0,0.2976587805896997
13,3.0,0.18280977662652725
14,3.0,0.0626192658455693
15,3.0,0.48025688203051675
16,3.0,0.019335714168846597
17,3.0,0.5403617192059754
18,3.0,0.06608589738607405
19,3.0,-0.04655797034502029
20,6.0,0.5735505633056163
21,6.0,0.3926969096064567
22,6.0,0.30882646143436426
23,6.0,0.29721427801996464
24,6.0,0.29177332948893303
25,6.0,0.44408171158283943
26,6.0,0.3401572629809379
27,6.0,0.39181792363524426
28,6.0,0.2808142099529504
29,6.0,0.4161038333550095
0,6.0,0.5672965124249457
1,6.0,0.454198564402759
2,6.0,0.3443184588104486
3,6.0,0.4277977533638477
4,6.0,0.4200384356081485
5,6.0,0.45238523581065226
6,6.0,0.36036406550556416
7,6.0,0.4246523221954702
8,6.0,0.26643859222531313
9,6.0,0.4315941594541071
10,3.0,0.26852393476292485
11,3.0,0.3891612607985734
12,3.0,0.22023354796692723
13,3.0,0.17965313792228693
14,3.0,0.26590578816831106
15,3.0,0.19988224096596238
16,3.0,0.3022632916690781
17,3.0,0.15918044745922086
18,3.0,0.18226454779505724
19,3.0,0.24508358025923369
20,6.0,0.4479080885648727
21,6.0,0.3996772067621349
22,6.0,0.3776816893368959
23,6.0,0.4036888345144688
24,6.0,0.30571632552891964
25,6.0,0.27123947441577906
26,6.0,0.46922850189730514
27,6.0,0.3677001446485519
28,6.0,0.2884277198463678
29,6.0,0.41003365488722915
0,6.0,0.4755694642663001
1,6.0,0.44163099676370615
2,6.0,0.38449116051197046
3,6.0,0.5796752925962209
4,6.0,0.46370707638561715
5,6.0,0.43516350537538523
6,6.0,0.5421955846250056
7,6.0,0.5553441867232322
8,6.0,0.5011932216584681
9,6.0,0.5314396061003207
10,3.0,0.439865369349718
11,3.0,0.46116065233945835
12,3.0,0.2938689030706882
13,3.0,0.41633706260472525
14,3.0,0.3693648520857095
15,3.0,0.17039195820689199
16,3.0,0.19540877174586052
17,3.0,0.3747052836697548
18,3.0,0.29925796156749124
19,3.0,0.3162993490695953
20,6.0,0.5384761299937962
21,6.0,0.4737557815387844
22,6.0,0.41874352656304825
23,6.0,0.5300045598414725
24,6.0,0.40830404311418533
25,6.0,0.4031349327415227
26,6.0,0.4258685382083057
27,6.0,0.409089065156877
28,6.0,0.47821117518469686
29,6.0,0.4353880006819963
0,6.0,0.6303180921822785
1,6.0,0.4597846455872058
2,6.0,0.4651775024831294
3,6.0,0.5453299684450029
4,6.0,0.335106674581766
5,6.0,0.5451666715962346
6,6.0,0.4125654213130473
7,6.0,0.40303059294819826
8,6.0,0.44808714836835856
9,6.0,0.3616637494415044
10,3.0,0.3430033735930919
11,3.0,0.37037176173180336
12,3.0,0.21317907050251955
13,3.0,0.13576719909906385
14,3.0,0.40943493827944616
15,3.0,0.11598872160539027
16,3.0,0.3115950347855686
17,3.0,0.20117058977484698
18,3.0,0.2666747504845261
19,3.0,0.20858016610145566
20,6.0,0.42309720441699017
21,6.0,0.428073321469128
22,6.0,0.4882641658186912
23,6.0,0.31286860629916186
24,6.0,0.2911227755248546
25,6.0,0.48067045584321016
26,6.0,0.27679408527910704
27,6.0,0.2977330591529607
28,6.0,0.46816832013428206
29,6.0,0.38372062798589457
0,6.0,0.5649361070245503
1,6.0,0.39660900831222523
2,6.0,0.3595122136175632
3,6.0,0.6479477137327193
4,6.0,0.40449257940053934
5,6.0,0.2713686823844909
6,6.0,0.5050866529345511
7,6.0,0.37445101141929615
8,6.0,0.3004994541406631
9,6.0,0.32825067639350886
10,3.0,0.37306693335995067
11,3.0,0.23982890695333478
12,3.0,0.390247443690896
13,3.0,0.12110534403473137
14,3.0,0.4285742253996431
15,3.0,0.3652788158506155
16,3.0,0.2958955187350511
17,3.0,0.07301213871687649
18,3.0,-0.015128817409276966
19,3.0,-0.029831537511199713
20,6.0,0.361195714212954
21,6.0,0.3577035348862409
22,6.0,0.3613386303186416
23,6.0,0.3517053090035915
24,6.0,0.5089103821665047
25,6.0,0.4432061286643147
26,6.0,0.35112692601978773
27,6.0,0.48197276983410103
28,6.0,0.35544794797897333
29,6.0,0.45542387105524534
0,6.0,0.5709343645721673
1,6.0,0.4093567728996276
2,6.0,0.35298447590321297
3,6.0,0.34031530260108406
4,6.0,0.4231129544787108
5,6.0,0.40106380218639964
6,6.0,0.43009872920811176
7,6.0,0.3395484294742345
8,6.0,0.37027187459170813
9,6.0,0.42509649926796544
10,3.0,0.37397937476634974
11,3.0,0.18115054257214067
12,3.0,0.1089313244447112
13,3.0,0.28838787321001286
14,3.0,0.2504049153067171
15,3.0,0.14837748929858205
16,3.0,0.30749702546745533
17,3.0,0.2764248056337237
18,3.0,0.2118419450707733
19,3.0,0.25385644473135466
20,6.0,0.34267838299274433
21,6.0,0.25441554188728327
22,6.0,0.5892372000962496
23,6.0,0.4712773133069276
24,6.0,0.43928705586586136
25,6.0,0.4201301354914903
26,6.0,0.2983515057712793
27,6.0,0.5715227276086807
28,6.0,0.3289562184363603
29,6.0,0.5829279534518718
0,6.0,0.6638936735689639
1,6.0,0.6116758435964583
2,6.0,0.48601665068417776
3,6.0,0.3071425855159759
4,6.0,0.27545309811830515
5,6.0,0.29063340276479716
6,6.0,0.29189701378345484
7,6.0,0.2757666781544685
8,6.0,0.2727073356509208
9,6.0,0.6080093085765838
10,3.0,0.30763597600162024
11,3.0,0.3498405297286808
12,3.0,0.26686291978694493
13,3.0,0.24076528567820782
14,3.0,0.22417084686458105
15,3.0,0.13731242716312406
16,3.0,0.2953257060144096
17,3.0,0.3357724575325846
18,3.0,0.25223567895591253
19,3.0,0.07992198318243025
20,6.0,0.3936101924628019
21,6.0,0.5318608491215854
22,6.0,0.4576563043519854
23,6.0,0.42450317088514555
24,6.0,0.5097496146336197
25,6.0,0.38509616628289217
26,6.0,0.43187568709254254
27,6.0,0.4632365215511526
28,6.0,0.3965449919924139
29,6.0,0.3070304103894158
0,6.0,0.4689719732850789
1,6.0,0.4540762659162282
2,6.0,0.3962973747402429
3,6.0,0.5019989293068646
4,6.0,0.30700006987899536
